,0
0,9918
1,4263
2,6258
3,8490
4,5049
5,984
6,7599
7,6062
8,6885
9,9956
10,5777
11,10318
12,2813
13,6364
14,3222
15,10639
16,3485
17,5737
18,1644
19,8389
20,8204
21,3938
22,3287
23,2426
24,6700
25,9187
26,9345
27,5428
28,10387
29,1755
30,7351
31,1814
32,6634
33,6196
34,6763
35,9109
36,7759
37,1579
38,1337
39,7940
40,9580
41,8364
42,3729
43,7815
44,1588
45,8548
46,4282
47,6192
48,3902
49,4897
50,5400
51,4267
52,3633
53,4657
54,173
55,8309
56,5695
57,10718
58,1716
59,1902
60,10430
61,1373
62,3044
63,7813
64,3953
65,6449
66,3118
67,4859
68,10275
69,4969
70,8890
71,7554
72,1516
73,8120
74,6757
75,1703
76,9314
77,144
78,4681
79,9286
80,8422
81,7812
82,3437
83,1229
84,3536
85,9146
86,10345
87,3065
88,5859
89,6302
90,10232
91,10638
92,4843
93,1453
94,3975
95,10209
96,7262
97,3268
98,4895
99,5806
100,3502
101,908
102,9839
103,8851
104,1364
105,6614
106,4652
107,9413
108,8067
109,2792
110,6882
111,3842
112,1685
113,9879
114,3612
115,7724
116,5649
117,384
118,6079
119,3781
120,8474
121,7432
122,1609
123,9712
124,9235
125,9727
126,6425
127,4121
128,1486
129,10362
130,7260
131,1790
132,52
133,8986
134,7555
135,4061
136,9
137,240
138,2107
139,2282
140,3795
141,457
142,1615
143,911
144,8780
145,7214
146,2844
147,8354
148,1293
149,8546
150,7592
151,10
152,8007
153,8205
154,6544
155,477
156,294
157,8945
158,6666
159,3505
160,7669
161,10798
162,4120
163,9469
164,10103
165,10534
166,3095
167,4349
168,3740
169,5301
170,8304
171,4797
172,9250
173,4566
174,2110
175,9373
176,3668
177,727
178,9609
179,6697
180,10598
181,5942
182,5065
183,3190
184,439
185,2730
186,189
187,1198
188,1726
189,793
190,2575
191,3917
192,2631
193,9974
194,7395
195,10615
196,10063
197,10065
198,3353
199,7444
200,3345
201,8707
202,1922
203,6806
204,3015
205,9270
206,2539
207,2423
208,7834
209,2524
210,4022
211,2300
212,10432
213,2734
214,8244
215,95
216,2967
217,5742
218,7841
219,6362
220,5118
221,10218
222,4171
223,7042
224,8263
225,28
226,5218
227,8628
228,5318
229,10008
230,1670
231,8515
232,1683
233,6936
234,10579
235,10770
236,10149
237,8916
238,10174
239,8798
240,10259
241,4224
242,1046
243,7545
244,5409
245,5275
246,9480
247,3495
248,1512
249,5206
250,10183
251,7297
252,7261
253,7112
254,5507
255,2912
256,1039
257,3714
258,10780
259,9589
260,9186
261,6468
262,1658
263,472
264,1731
265,1743
266,4972
267,9209
268,10736
269,4499
270,1826
271,9840
272,4887
273,3098
274,5697
275,72
276,103
277,2271
278,1464
279,6039
280,432
281,10574
282,3530
283,8860
284,10537
285,3942
286,8016
287,3976
288,7022
289,7242
290,8206
291,4508
292,5850
293,8165
294,7982
295,10667
296,3027
297,2591
298,2314
299,6503
300,7506
301,10211
302,9777
303,259
304,7964
305,10557
306,466
307,6887
308,1426
309,9950
310,8990
311,5456
312,8280
313,8286
314,2597
315,5591
316,494
317,2253
318,4855
319,6516
320,4931
321,7173
322,6635
323,2579
324,1561
325,4
326,4791
327,4677
328,364
329,8240
330,2729
331,8106
332,1049
333,3840
334,114
335,2780
336,7717
337,10674
338,857
339,2541
340,8492
341,6121
342,4517
343,8083
344,5499
345,5111
346,4228
347,3627
348,3444
349,6148
350,5427
351,3792
352,798
353,2093
354,2041
355,2225
356,3823
357,3160
358,9673
359,6022
360,9841
361,7530
362,10280
363,3595
364,9162
365,5727
366,2924
