,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.9466666666666667,0.7673616103522645,0.5384615384615384,0.9459459459459459,0.7673616103522645,0.7672037422037422,0.6862745098039216,0.5892255892255892,1.8420707397200045
1,0.9475,0.7678289000718908,0.5384615384615384,0.958904109589041,0.7678289000718906,0.7736828240252897,0.689655172413793,0.5902192242833051,1.813287759726387
2,0.9466666666666667,0.7606038820992091,0.5230769230769231,0.9714285714285714,0.7606038820992091,0.7730860805860806,0.68,0.5762711864406779,1.842069407057621
3,0.9458333333333333,0.7601365923795831,0.5230769230769231,0.9577464788732394,0.760136592379583,0.7662450343084146,0.6766169154228856,0.5752961082910322,1.8708523870512381
4,0.9441666666666667,0.7592020129403307,0.5230769230769231,0.9315068493150684,0.7592020129403307,0.7531252195293291,0.6699507389162561,0.5733558178752108,1.9284183470384728
5,0.9525,0.7909058231488137,0.5846153846153846,0.9620253164556962,0.7909058231488139,0.7958203505355403,0.7272727272727274,0.634390651085142,1.6405938777518339
6,0.9466666666666667,0.7707404744787922,0.5461538461538461,0.9342105263157895,0.7707404744787922,0.7647655195681511,0.6893203883495146,0.5956375838926175,1.8420714060511962
7,0.9466666666666667,0.7673616103522645,0.5384615384615384,0.9459459459459459,0.7673616103522645,0.7672037422037422,0.6862745098039216,0.5892255892255892,1.8420707397200045
8,0.9483333333333334,0.7750539180445722,0.5538461538461539,0.9473684210526315,0.7750539180445722,0.7747739541160593,0.6990291262135921,0.6040268456375839,1.7845061123951533
9,0.9483333333333334,0.7716750539180446,0.5461538461538461,0.9594594594594594,0.7716750539180445,0.7773899861399861,0.696078431372549,0.5976430976430976,1.7845054460639616
10,0.9483333333333334,0.7716750539180446,0.5461538461538461,0.9594594594594594,0.7716750539180445,0.7773899861399861,0.696078431372549,0.5976430976430976,1.7845054460639616
11,0.9483333333333334,0.7716750539180446,0.5461538461538461,0.9594594594594594,0.7716750539180445,0.7773899861399861,0.696078431372549,0.5976430976430976,1.7845054460639616
12,0.9458333333333333,0.7567577282530553,0.5153846153846153,0.9710144927536232,0.7567577282530552,0.7694495540691193,0.6733668341708543,0.568760611205433,1.8708517207200464
13,0.9475,0.7712077641984183,0.5461538461538461,0.9466666666666667,0.7712077641984183,0.7709935897435897,0.6926829268292682,0.5966386554621848,1.8132884260575788
14,0.9475,0.764450035945363,0.5307692307692308,0.971830985915493,0.764450035945363,0.7767167750090285,0.6865671641791045,0.583756345177665,1.8132870933951952
