,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.945,0.8217270194986073,0.6666666666666666,0.7663551401869159,0.8217270194986072,0.7335942367601246,0.7130434782608696,0.6844741235392321,1.899649359999884
1,0.95,0.8245125348189415,0.6666666666666666,0.8118811881188119,0.8245125348189414,0.7563572607260727,0.7321428571428571,0.6913996627318718,1.7269514800381796
2,0.9458333333333333,0.811388907760944,0.6422764227642277,0.79,0.811388907760944,0.7344715447154473,0.7085201793721974,0.6672297297297297,1.870864381012691
3,0.9458333333333333,0.8185904839549789,0.6585365853658537,0.7788461538461539,0.8185904839549789,0.7361913696060037,0.7136563876651982,0.6795302013422819,1.870865713675075
4,0.955,0.8381004144303281,0.6910569105691057,0.8415841584158416,0.8381004144303281,0.7821538678258069,0.7589285714285714,0.7166947723440136,1.5542555990700508
5,0.9508333333333333,0.8213759992753131,0.6585365853658537,0.826530612244898,0.8213759992753132,0.7600335988053758,0.7330316742081447,0.6864406779661018,1.6981678337133705
6,0.9516666666666667,0.8218402518287021,0.6585365853658537,0.8350515463917526,0.8218402518287021,0.7642940658788032,0.7363636363636364,0.6876061120543294,1.6693848537197529
7,0.9483333333333334,0.819983241615146,0.6585365853658537,0.801980198019802,0.819983241615146,0.7477583916928279,0.7232142857142858,0.6829679595278246,1.7845167736942225
8,0.9475,0.812317412867722,0.6422764227642277,0.8061224489795918,0.812317412867722,0.7425327692052431,0.7149321266968327,0.6694915254237289,1.8132984210254564
9,0.9525,0.8151029281880563,0.6422764227642277,0.8586956521739131,0.8151029281880564,0.7688193708024038,0.7348837209302326,0.6763698630136986,1.6406005410637519
10,0.9508333333333333,0.8213759992753131,0.6585365853658537,0.826530612244898,0.8213759992753132,0.7600335988053758,0.7330316742081447,0.6864406779661018,1.6981678337133705
11,0.9541666666666667,0.8304345856829042,0.6747967479674797,0.8469387755102041,0.8304345856829042,0.7775344284055086,0.751131221719457,0.7033898305084746,1.5830372464012843
12,0.9491666666666667,0.820447494168535,0.6585365853658537,0.81,0.8204474941685351,0.7517682926829269,0.726457399103139,0.6841216216216216,1.7557337937006052
13,0.9483333333333334,0.819983241615146,0.6585365853658537,0.801980198019802,0.819983241615146,0.7477583916928279,0.7232142857142858,0.6829679595278246,1.7845167736942225
14,0.9491666666666667,0.8132459179745002,0.6422764227642277,0.8229166666666666,0.8132459179745002,0.7509298780487804,0.7214611872146118,0.6717687074829932,1.7557324610382217
15,0.9525,0.8223045043820911,0.6585365853658537,0.84375,0.8223045043820912,0.768643292682927,0.7397260273972602,0.6887755102040817,1.6406018737261354
16,0.9425,0.8095318975473877,0.6422764227642277,0.7596153846153846,0.8095318975473877,0.7192792370231395,0.696035242290749,0.662751677852349,1.9859963009871606
17,0.9508333333333333,0.8285775754693481,0.6747967479674797,0.8137254901960784,0.828577575469348,0.7609277857484457,0.7377777777777778,0.6986531986531986,1.698169166375754
18,0.9483333333333334,0.8127816654211111,0.6422764227642277,0.8144329896907216,0.8127816654211111,0.746688039560808,0.7181818181818183,0.6706281833616299,1.784515441031839
19,0.9466666666666667,0.8082523722173155,0.6341463414634146,0.8041237113402062,0.8082523722173155,0.7378850264018104,0.7090909090909092,0.6621392190152801,1.8420807346878818
20,0.9533333333333334,0.8119663926444278,0.6341463414634146,0.8764044943820225,0.8119663926444278,0.7740254179227186,0.7358490566037736,0.6712564543889845,1.6118168947389426
21,0.9458333333333333,0.8185904839549789,0.6585365853658537,0.7788461538461539,0.8185904839549789,0.7361913696060037,0.7136563876651982,0.6795302013422819,1.8708657136750746
