,0
0,66
1,24
2,692
3,501
4,718
5,171
6,1552
7,13
8,227
9,901
10,614
11,182
12,246
13,805
14,203
15,69
16,802
17,1482
18,42
19,268
20,2859
21,422
22,352
23,1046
24,1785
25,1114
26,497
27,1915
28,419
29,637
30,414
31,918
32,356
33,232
34,93
35,1998
36,1079
37,287
38,401
39,991
40,2915
41,3
42,1889
43,101
44,130
45,3014
46,782
47,1576
48,5823
49,2379
50,206
51,1651
52,2218
53,1346
54,684
55,1738
56,2761
57,1667
58,1818
59,8
60,1123
61,1156
62,1056
63,878
64,1677
65,548
66,2303
67,642
68,2287
69,1506
70,2609
71,2421
72,3588
73,2979
74,1836
75,2491
76,2550
77,866
78,1237
79,4942
80,4772
81,972
82,1945
83,3252
84,4206
85,4245
86,3034
87,2683
88,2617
89,2308
90,737
91,4063
92,3733
93,49
94,3439
95,2834
96,4879
97,2340
98,2318
99,1178
100,2980
101,3901
102,898
103,1903
104,4435
105,5303
106,4061
107,3115
108,5185
109,3326
110,4032
111,2149
112,640
113,4105
114,5043
115,1773
116,3265
117,229
118,3004
119,7386
120,4160
121,1372
122,2079
123,2322
124,7803
125,2151
126,4244
127,4359
128,2297
129,4909
130,4265
131,3961
132,3311
133,4096
134,2958
135,5086
136,6382
137,6117
138,3325
139,2721
140,4389
141,4659
142,7997
143,1833
144,6625
145,7042
146,3019
147,4650
148,327
149,5069
150,6974
151,5015
152,359
153,5202
154,2259
155,1125
156,1675
157,1982
158,2986
159,3845
160,644
161,397
162,2727
163,749
164,1805
165,3206
166,2462
167,1661
168,1597
169,1083
170,476
171,1309
172,783
173,1538
174,382
175,3937
176,2874
177,1468
178,4103
179,2508
180,573
181,727
182,3529
183,2695
184,3190
185,4253
186,4056
187,1354
188,1112
189,2213
190,1845
191,3312
192,141
193,3089
194,2089
195,2637
196,1514
197,2366
198,2173
199,1638
200,1454
201,1145
202,6759
203,1474
204,5672
205,748
206,2442
207,2757
208,3707
209,5758
210,128
211,1645
212,5138
213,3490
214,1095
215,326
216,5191
217,2574
218,2111
219,779
220,2097
221,198
222,1423
223,2601
224,2104
225,2628
226,2435
227,4000
228,480
229,4123
230,428
231,454
232,1477
233,2656
234,4153
235,4189
236,3784
237,4214
238,3379
239,2578
240,3073
241,6064
242,3574
243,6212
244,4633
245,1428
246,743
247,3090
248,3135
249,1381
250,2046
251,2989
252,5003
253,3790
254,3917
255,1414
256,3771
257,168
258,3332
259,1604
260,3327
261,1696
262,648
263,1797
264,477
265,145
266,1028
267,2347
268,408
269,4297
270,3731
271,3094
272,643
273,2049
274,1349
275,2655
276,25
277,1901
278,5349
279,2224
280,4678
281,3534
282,271
283,714
284,550
285,921
286,925
287,1030
288,140
289,4064
290,3450
291,1509
292,6807
293,1912
294,1567
295,2314
296,4976
297,1206
298,1714
299,4270
300,1971
301,5059
302,3127
303,4702
304,2837
305,1771
306,2107
307,3287
308,4025
309,2403
310,2125
311,1068
312,400
313,1695
314,5436
315,1505
316,1975
317,5119
318,1999
319,2916
320,2277
321,4490
322,2611
323,1011
324,458
325,1049
326,4122
327,1071
328,3157
329,2315
330,3619
331,1073
332,5818
333,3704
334,544
335,4524
336,4050
337,3622
338,4074
339,5721
