,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.7041666666666667,0.704145011513921,0.6911519198664441,0.708904109589041,0.7041450115139208,0.7771113480610758,0.6999154691462384,0.6946308724832214,10.217834626463688
1,0.7016666666666667,0.7016519490331918,0.6928213689482471,0.7045840407470289,0.7016519490331918,0.7753693715143046,0.6986531986531986,0.695142378559464,10.304184232775732
2,0.7175,0.7174311595309987,0.676126878130217,0.7363636363636363,0.7174311595309987,0.78707859058026,0.7049608355091384,0.6873727087576375,9.757300949585083
3,0.7066666666666667,0.7066352962091562,0.6878130217028381,0.7140381282495667,0.7066352962091561,0.7788422416428691,0.7006802721088435,0.692902791792802,10.13148435382045
4,0.7075,0.7074311317531438,0.666110183639399,0.7254545454545455,0.7074311317531438,0.7791156978803055,0.6945169712793733,0.6771894093686355,10.102692711521343
5,0.7041666666666667,0.7041866782963286,0.7161936560934892,0.6986970684039088,0.7041866782963286,0.7782786955820323,0.7073371805441055,0.712624584717608,10.217844621431565
6,0.6991666666666667,0.6991311086975242,0.67779632721202,0.7073170731707317,0.6991311086975242,0.7729733668580425,0.6922421142369991,0.6835016835016835,10.390527175775857
7,0.7008333333333333,0.7008533357037103,0.7128547579298832,0.6954397394136808,0.7008533357037103,0.7758139153384487,0.7040395713107997,0.7093023255813954,10.332975208743651
8,0.7133333333333334,0.7132908702524174,0.6878130217028381,0.7240773286467487,0.7132908702524174,0.78386184184146,0.7054794520547946,0.6947723440134909,9.901220513871513
9,0.7075,0.7074894652485146,0.7011686143572621,0.7094594594594594,0.7074894652485145,0.779897370241694,0.7052896725440806,0.7028112449799198,10.102706704476368
10,0.6991666666666667,0.6991283309120303,0.676126878130217,0.708041958041958,0.6991283309120303,0.7729177514194208,0.6917164816396243,0.682277628032345,10.390526509444667
11,0.7033333333333334,0.7033408426134518,0.7078464106844741,0.7008264462809918,0.7033408426134518,0.7772530951493997,0.7043189368770764,0.7064311896034655,10.246624269769224
12,0.7,0.6999908333078704,0.6944908180300501,0.7015177065767285,0.6999908333078703,0.7742542623033893,0.697986577181208,0.6958849113415858,10.361750859094156
13,0.6975,0.6975227708965859,0.7111853088480802,0.6915584415584416,0.6975227708965859,0.7734552085365942,0.7012345679012345,0.7071713147410359,10.448106462386928
14,0.7083333333333334,0.7083186342184284,0.6994991652754591,0.7113752122241087,0.7083186342184283,0.780437188749784,0.7053872053872055,0.7018425460636516,10.07392305815156
15,0.6941666666666667,0.6942088728024245,0.7195325542570952,0.6841269841269841,0.6942088728024245,0.7718297691920397,0.7013832384052076,0.7121612690019828,10.563241714017359
16,0.7066666666666667,0.7066519629221193,0.6978297161936561,0.7096774193548387,0.7066519629221192,0.7791702344409142,0.7037037037037036,0.7001675041876048,10.131488351807603
17,0.7041666666666667,0.7041755671543533,0.7095158597662772,0.7013201320132013,0.7041755671543533,0.7779179958897392,0.7053941908713692,0.7078614257161893,10.217841956106797
18,0.7083333333333334,0.7083186342184284,0.6994991652754591,0.7113752122241087,0.7083186342184283,0.780437188749784,0.7053872053872055,0.7018425460636516,10.073923058151559
19,0.7208333333333333,0.7207478354106539,0.669449081803005,0.7453531598513011,0.7207478354106539,0.7899011208271531,0.7053649956024626,0.6833674164962509,9.642166364285846
20,0.71,0.7099519720888114,0.6811352253756261,0.7221238938053097,0.7099519720888113,0.7812128929238012,0.7010309278350515,0.6889564336372848,10.016349768521215
21,0.7341666666666666,0.734103428065078,0.6961602671118531,0.7527075812274369,0.7341034280650779,0.8002672575029783,0.7233304423243713,0.7067796610169492,9.181649345687038
22,0.7166666666666667,0.7166158794885542,0.6861435726210351,0.7300177619893428,0.7166158794885541,0.7864140006385223,0.7074010327022375,0.6944913822237243,9.786087927565854
23,0.7108333333333333,0.7107894744152068,0.6844741235392321,0.721830985915493,0.7107894744152067,0.7819025547273625,0.7026563838903171,0.6916329284750339,9.987568121189982
24,0.7125,0.7124422567840466,0.67779632721202,0.7275985663082437,0.7124422567840466,0.7831141134267985,0.7018150388936905,0.6872037914691943,9.92999949587798
25,0.7208333333333333,0.7207533909816416,0.672787979966611,0.7435424354243543,0.7207533909816416,0.7898318743621493,0.7063978965819457,0.6858407079646017,9.64216769694823
26,0.7158333333333333,0.7157672660201834,0.676126878130217,0.7336956521739131,0.7157672660201834,0.7857445984853983,0.7037358818418766,0.6869063772048847,9.814866909572316
27,0.7308333333333333,0.7307561965449905,0.6844741235392321,0.7536764705882353,0.7307561965449904,0.7978252970637336,0.7174103237095362,0.697278911564626,9.296776601343165
28,0.7241666666666666,0.7240895113597537,0.67779632721202,0.7463235294117647,0.7240895113597537,0.792476594978559,0.710411198600175,0.6904761904761904,9.527037775967337
29,0.7341666666666666,0.7341089836360657,0.6994991652754591,0.7508960573476703,0.7341089836360656,0.8001976113115646,0.7242869490060502,0.7092078537576169,9.18165067834942
30,0.7258333333333333,0.7257784049400138,0.6928213689482471,0.7410714285714286,0.7257784049400137,0.7936130654265046,0.7161345987920621,0.7019621109607579,9.469477812960829
31,0.7283333333333334,0.7282825785627183,0.6978297161936561,0.7424511545293073,0.7282825785627182,0.7955571020281484,0.7194492254733218,0.7063197026022306,9.383130871973552
32,0.7341666666666666,0.7341173169925472,0.7045075125208681,0.74822695035461,0.7341173169925471,0.800117231437739,0.7257093723129837,0.7128378378378378,9.181652677342997
33,0.7158333333333333,0.7157672660201834,0.676126878130217,0.7336956521739131,0.7157672660201834,0.7857445984853983,0.7037358818418766,0.6869063772048847,9.814866909572316
