,0
0,848
1,42
2,287
3,921
4,640
5,1334
6,10263
7,422
8,878
9,373
10,1519
11,2748
12,1178
13,66
14,723
15,4065
16,3588
17,1482
18,4909
19,1980
20,4012
21,6193
22,3621
23,4081
24,4435
25,2731
26,2834
27,171
28,7997
29,1789
30,2421
31,6798
32,5382
33,1836
34,2003
35,10145
36,10061
37,4245
38,8826
39,5133
40,2297
41,3848
42,2683
43,866
44,3763
45,3265
46,5940
47,2491
48,4294
49,8039
50,7539
51,6556
52,648
53,3698
54,6425
55,7803
56,2859
57,1466
58,8226
59,7459
60,5823
61,3961
62,7204
63,5617
64,9473
65,397
66,7927
67,3379
68,4389
69,6426
70,5899
71,8445
72,4516
73,10185
74,7349
75,7098
76,6888
77,5872
78,1309
79,7021
80,7580
81,7149
82,1818
83,266
84,7719
85,9998
86,4067
87,3937
88,749
89,8748
90,6587
91,8145
92,2874
93,3845
94,7006
95,1667
96,2017
97,737
98,6949
99,5185
100,2609
101,7107
102,8
103,5028
104,2379
105,8200
106,6249
107,4699
108,6212
109,7128
110,7245
111,9185
112,6076
113,1155
114,5071
115,4588
116,7436
117,4189
118,9320
119,1372
120,6109
121,10637
122,1342
123,8675
124,7386
125,4063
126,8295
127,5814
128,356
129,10141
130,5088
131,203
132,4166
133,7370
134,7541
135,10780
136,972
137,9718
138,5138
139,2259
140,7424
141,7720
142,5739
143,1107
144,10514
145,10300
146,9475
147,533
148,5672
149,5245
150,8671
151,8199
152,2340
153,9448
154,3332
155,7957
156,9291
157,10213
158,1123
159,3510
160,6165
161,7574
162,3174
163,5876
164,2403
165,8365
166,10551
167,7966
168,10726
169,5416
170,7487
171,352
172,3896
173,2617
174,7623
175,1049
176,3688
177,1241
178,1225
179,1004
180,182
181,4160
182,206
183,1253
184,3034
185,3436
186,2149
187,3702
188,4760
189,692
190,2151
191,3661
192,1447
193,8346
194,6964
195,4206
196,3325
197,738
198,768
199,7018
200,2287
201,4677
202,3414
203,1474
204,168
205,1237
206,1458
207,1343
208,466
209,3092
210,258
211,2485
212,130
213,1412
214,2655
215,2212
216,1964
217,369
218,69
219,499
220,2119
221,1423
222,2125
223,344
224,1429
225,2806
226,2569
227,3785
228,2870
229,1823
230,3114
231,1414
232,3713
233,271
234,1833
235,6103
236,2637
237,1071
238,229
239,3789
240,4522
241,5436
242,3115
243,1631
244,544
245,2673
246,602
247,565
248,1785
249,1808
250,3326
251,4173
252,2173
253,2832
254,656
255,442
256,727
257,3206
258,1283
259,2574
260,1999
261,4253
262,3534
263,5074
264,2980
265,2442
266,5399
267,327
268,73
269,2079
270,3125
271,2229
272,3533
273,3869
274,3004
275,1996
276,1505
277,3135
278,1696
279,3502
280,4716
281,5432
282,4661
283,3464
284,1171
285,1046
286,3744
287,6916
288,2837
289,5006
290,5161
291,7805
292,4107
293,4490
294,10452
295,6201
296,3294
297,24
298,10712
299,4265
300,5005
301,5560
302,4995
303,4244
304,1592
305,5295
306,3397
307,1805
308,359
309,2986
310,382
311,1044
312,2695
313,1675
314,4297
315,3089
316,2498
317,1354
318,2271
319,1145
320,4854
321,5431
322,1890
323,2557
324,124
325,3051
326,5877
327,2104
328,140
329,1636
330,2128
331,1576
332,3490
333,3355
334,3
335,467
336,909
337,1677
338,1346
339,2027
340,1975
341,1971
342,141
343,3707
344,4103
345,925
346,4034
347,573
348,779
349,7279
350,3807
351,1206
352,3704
353,497
354,3951
355,1068
356,3050
357,2958
358,1112
359,2097
360,1661
361,159
362,918
363,1912
364,2757
365,2512
366,1085
367,90
368,1408
369,1509
370,4153
371,484
372,1844
373,785
374,1440
375,414
376,2431
377,93
378,5043
379,3618
380,435
381,1762
382,4148
383,896
384,1428
385,480
386,101
387,550
388,5793
389,1571
390,78
391,1567
392,25
393,714
394,783
395,1349
396,945
397,198
398,637
399,454
400,145
401,408
402,1901
403,2879
404,1651
405,2656
406,1476
407,2537
408,2483
409,2601
410,1945
411,743
412,6186
413,4619
414,3345
415,4633
416,1381
417,3165
418,3733
419,2107
420,7002
421,2046
422,1738
423,7213
424,4883
425,2347
426,642
427,4123
428,4443
429,2916
430,4659
431,3439
432,1710
433,1638
434,3127
435,3622
436,6869
437,3312
438,4270
439,5184
440,4515
441,3647
442,5511
443,6974
444,3619
445,3073
446,4056
447,4283
448,3620
449,7822
450,4230
451,281
452,4536
453,4000
454,2308
455,2550
456,1889
457,5119
458,3720
459,1454
460,2508
461,2277
462,5086
463,2628
464,3190
465,4801
466,2721
467,4793
468,7257
469,8018
470,4209
471,2578
472,1801
473,5349
474,5652
475,9402
476,1725
477,4122
478,1721
479,4917
480,5331
481,4168
482,5897
483,6061
484,2728
485,5505
486,5390
487,5721
488,4952
489,5572
490,2089
491,4650
492,3834
493,2890
494,4970
495,5925
496,5841
497,3835
498,759
499,4527
500,4950
501,6431
502,4657
503,7494
504,6625
505,3772
506,4032
507,4359
508,3963
509,7466
510,5051
511,4991
512,3157
513,5425
514,6626
515,4697
516,6463
517,6988
518,5991
519,3729
520,6269
521,6631
522,2071
523,8708
524,6379
525,5792
526,5427
527,4096
528,4942
529,6546
530,4412
531,2307
532,6647
533,5131
534,6020
535,2224
536,7680
537,8146
538,2005
539,5766
540,8949
541,5883
542,6764
543,6462
544,7447
545,326
546,5833
547,8356
548,4879
549,6940
550,10319
551,940
552,614
553,6485
554,1998
555,4957
556,5302
557,8362
558,6901
559,4524
560,7632
561,4025
562,6203
563,6759
564,10155
565,6209
566,8472
567,2905
568,8084
569,7712
570,5977
571,7769
572,8951
573,3771
574,1741
575,7970
576,4064
577,6116
578,4702
579,34
580,4214
581,7423
582,4976
583,3731
584,128
585,7042
586,7811
587,2972
588,1645
589,5966
590,6893
591,7749
592,5260
593,6665
594,7523
595,6150
596,6064
597,6337
598,2213
599,7576
600,2322
601,5202
602,7972
603,643
604,8720
605,7654
606,825
607,7155
608,7068
609,7829
610,5353
611,6382
612,7878
613,7717
614,8368
615,3090
616,1477
617,3103
618,8939
619,6815
620,10783
621,6145
622,6497
623,9847
624,4948
625,9487
626,8259
627,6807
628,8871
629,5003
630,8487
631,7891
632,2435
633,10058
634,4050
635,8868
636,3094
637,3327
638,8271
639,8254
640,7723
641,8865
642,3503
643,1514
644,7658
645,8622
646,458
647,9125
648,6248
649,8279
650,8810
651,7324
652,6678
653,9556
654,3574
655,3252
656,6048
657,7999
658,9590
659,8298
660,8753
661,7930
662,9896
663,7540
664,8806
665,2777
666,5887
667,7428
668,7258
669,8694
670,10097
671,9576
672,9884
673,6319
674,10513
675,9418
676,9691
677,8081
678,10357
679,10244
680,7472
681,6444
682,8282
683,5224
684,8993
685,2989
686,5904
687,2611
688,10206
689,6117
690,4074
691,10660
692,9978
693,6531
694,10529
695,9230
696,4051
697,10167
698,3797
699,4355
700,232
701,4983
702,4372
703,7063
704,4061
705,9271
706,6993
707,10276
708,8536
709,3974
710,10082
711,7418
712,7724
713,10575
714,9956
715,9052
716,2218
717,3287
718,9159
719,10732
720,4987
721,7626
722,9209
723,5862
724,8177
725,8512
726,9618
727,10429
728,9158
729,9187
730,9596
731,5827
732,9696
733,8782
734,8379
735,9143
736,10745
737,9244
738,9236
739,830
740,8480
741,10404
742,2907
743,7173
744,7432
745,9518
746,8096
747,10767
748,9774
749,8351
750,9738
751,9557
752,9912
753,10762
754,9090
755,9529
756,10455
757,10722
758,5959
759,9907
760,5254
761,9108
762,10272
763,8159
764,9761
765,9685
766,9479
767,2979
768,7157
769,10668
770,10632
771,10570
772,10006
773,1462
774,4517
775,2588
776,8302
777,10612
778,7806
779,7746
780,9249
781,8922
782,6823
783,10165
784,7956
785,8155
786,8075
787,9496
788,10779
789,4571
790,4678
791,10177
792,10161
793,6260
794,8633
795,6229
796,5251
797,8907
798,5680
799,1052
800,10532
801,7682
802,7644
803,10274
804,9524
805,9703
806,7782
807,5069
808,7584
809,10568
810,7337
811,9636
812,10449
813,6369
814,5626
815,8023
816,675
817,10633
818,8988
819,10798
820,10607
821,8994
822,8702
823,10756
824,9739
825,8216
826,9205
827,6891
828,10714
829,10771
830,4458
831,801
832,2959
833,7241
