,0
0,599
1,810
2,274
3,1102
4,2376
5,173
6,913
7,922
8,1488
9,3285
10,3661
11,399
12,3283
13,305
14,1818
15,1107
16,2023
17,70
18,10233
19,2995
20,3859
21,5469
22,2968
23,271
24,293
25,2032
26,3800
27,4254
28,7392
29,3915
30,683
31,2847
32,3779
33,3269
34,758
35,5586
36,8093
37,2421
38,2493
39,4983
40,8022
41,2312
42,4083
43,1172
44,10200
45,5138
46,6918
47,7029
48,207
49,1909
50,7346
51,8
52,1852
53,3846
54,6801
55,422
56,2618
57,5054
58,1832
59,2100
60,739
61,2263
62,3344
63,4905
64,4065
65,2302
66,3973
67,5766
68,8158
69,2621
70,7467
71,2514
72,1470
73,3377
74,8362
75,3518
76,10416
77,6410
78,6325
79,5948
80,4171
81,7582
82,3288
83,2402
84,4108
85,5680
86,6792
87,7589
88,2915
89,5804
90,6655
91,7983
92,3150
93,7550
94,1712
95,4251
96,4704
97,9914
98,4445
99,6891
100,4759
101,4040
102,3400
103,4526
104,5431
105,5067
106,728
107,6183
108,9869
109,4599
110,6580
111,2682
112,5836
113,7152
114,7107
115,2150
116,47
117,7972
118,1515
119,356
120,1233
121,1029
122,1038
123,5885
124,1042
125,1761
126,3718
127,1803
128,211
129,4312
130,3946
131,8051
132,2152
133,5113
134,9932
135,3136
136,7734
137,2387
138,707
139,330
140,3911
141,184
142,2629
143,2996
144,884
145,3044
146,4213
147,5688
148,372
149,2727
150,4263
151,1812
152,6242
153,3947
154,2256
155,8306
156,2665
157,2033
158,2147
159,134
160,465
161,2251
162,4195
163,2210
164,940
165,4802
166,6954
167,1118
168,5400
169,515
170,3674
171,1477
172,208
173,359
174,3984
175,152
176,5201
177,348
178,2182
179,73
180,1018
181,1067
182,1466
183,8841
184,3720
185,3729
186,3307
187,4416
188,1147
189,3763
190,8991
191,1819
192,7314
193,3138
194,7204
195,255
196,3078
197,6145
198,9344
199,3126
200,5069
201,1514
202,5309
203,4086
204,6362
205,5225
206,1409
207,7217
208,1729
209,3951
210,4798
211,6548
212,2233
213,6168
214,4346
215,8702
216,5003
217,3801
218,6084
219,9713
220,6979
221,2647
222,7264
223,782
224,7476
225,3806
226,10014
227,5133
228,6602
229,3320
230,8011
231,6484
232,6946
233,7335
234,7593
235,5845
236,9341
237,6890
238,5511
239,9654
240,3952
241,5638
242,3510
243,2061
244,2357
245,5891
246,5861
247,276
248,5465
249,7072
250,2448
251,860
252,4669
253,6781
254,1429
255,5573
256,5758
257,3103
258,1165
259,2736
260,4400
261,8350
262,7908
263,1412
264,9272
265,9002
266,8234
267,8856
268,6761
269,9440
270,10732
271,7446
272,6099
273,7813
274,8359
275,3212
276,7892
277,5360
278,9951
279,4773
280,10769
281,10467
282,8062
283,8023
284,9221
285,8096
286,9612
287,8055
288,6738
289,8242
290,10258
291,8582
292,8684
293,10024
294,3515
295,2442
296,9424
297,7815
298,3048
299,6329
300,54
301,5448
302,5933
303,10218
304,8490
305,9141
306,8206
307,720
308,5826
309,672
310,7128
311,2341
312,3705
313,6056
314,7981
315,2540
316,9469
317,4253
318,7730
319,10221
320,7565
321,5082
322,9068
323,3850
324,10581
325,6070
326,6867
327,4955
328,9176
329,6703
330,2818
331,7561
332,237
333,729
334,2753
335,5452
336,1088
337,4525
338,1977
339,980
340,8518
341,731
342,1981
343,442
344,1919
345,5047
346,544
347,2112
348,2292
349,143
350,3760
351,5781
352,1898
353,4274
354,5696
355,3746
356,3321
357,1275
358,2222
359,3544
360,3166
361,4547
362,2346
363,234
364,2585
365,5831
366,8330
367,7793
368,3291
369,574
370,362
371,1799
372,1859
373,1691
374,2315
375,1755
376,496
377,78
378,2926
379,907
380,466
381,1689
382,3
383,1205
384,3028
385,1658
386,773
387,383
388,2103
389,550
390,2310
391,2116
392,4373
393,2361
394,3844
395,329
396,3308
397,2633
398,958
399,3147
400,1045
401,1036
402,3503
403,1588
404,5194
405,4179
406,3127
407,1565
408,4527
409,4238
410,4784
411,3446
412,1480
413,4825
414,1519
415,414
416,5449
417,1428
418,4844
419,1346
420,1725
421,1064
422,644
423,384
424,3991
425,2318
426,6450
427,3065
428,5803
429,1646
430,339
431,1106
432,1579
433,660
434,535
435,821
436,4017
437,1444
438,2546
439,377
440,4106
441,1476
442,132
443,159
444,2211
445,2701
446,2561
447,1640
448,1049
449,1562
450,202
451,892
452,2589
453,5956
454,3659
455,3322
456,1609
457,2762
458,216
459,1160
460,4126
461,613
462,92
463,1137
464,428
465,28
466,1550
467,2636
468,1441
469,2611
470,4173
471,642
472,2969
473,2095
474,1374
475,2002
476,2557
477,808
478,1341
479,2899
480,3511
481,4987
482,1650
483,2666
484,1676
485,1821
486,5904
487,979
488,5890
489,3723
490,3004
491,1583
492,680
493,1422
494,5183
495,6620
496,3964
497,1741
498,287
499,4294
500,3330
501,2432
502,4789
503,4058
504,4878
505,4030
506,3493
507,637
508,3830
509,2436
510,3466
511,1894
512,3744
513,2603
514,148
515,3497
516,1069
517,5085
518,364
519,2262
520,3555
521,3530
522,4998
523,1665
524,6417
525,5040
526,4152
527,75
528,455
529,748
530,4127
531,1613
532,10
533,673
534,2511
535,5971
536,3629
537,409
538,1752
539,4949
540,4099
541,144
542,789
543,6205
544,5806
545,1336
546,3786
547,4683
548,1098
549,4992
550,4945
551,2598
552,1131
553,5682
554,2282
555,1775
556,900
557,5725
558,2276
559,775
560,2051
561,4038
562,3632
563,4947
564,5441
565,1148
566,4873
567,7724
568,3803
569,5162
570,2322
571,4538
572,4977
573,3079
574,1897
575,7987
576,4969
577,1296
578,5263
579,880
580,903
581,4279
582,5080
583,5224
584,3027
585,2849
586,3101
587,6197
588,7599
589,6140
590,2870
591,4939
592,601
593,6165
594,4661
595,2889
596,7820
597,9293
598,4707
599,7756
600,7047
601,1615
602,5393
603,1816
604,6262
605,476
606,3114
607,4112
608,5911
609,7267
610,6815
611,3368
612,6609
613,4668
614,104
615,5355
616,4053
617,5130
618,6164
619,1925
620,10171
621,5745
622,4158
623,6995
624,6060
625,6199
626,6541
627,8261
628,7247
629,8285
630,5307
631,4915
632,3046
