,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.9358333333333333,0.7002188511811968,0.4032258064516129,0.9433962264150944,0.7002188511811968,0.7041443497666869,0.5649717514124294,0.4553734061930783,2.216240151000345
1,0.9391666666666667,0.7127803093896151,0.4274193548387097,0.9636363636363636,0.7127803093896151,0.72511119257087,0.5921787709497206,0.4809437386569873,2.1011102300194513
2,0.9366666666666666,0.7006835351960667,0.4032258064516129,0.9615384615384616,0.7006835351960667,0.7132154673283706,0.5681818181818181,0.4562043795620438,2.1874571710067277
3,0.935,0.6926190190670345,0.3870967741935484,0.96,0.6926190190670345,0.7052150537634407,0.5517241379310344,0.43956043956043955,2.245021798331579
4,0.9358333333333333,0.6930837030819044,0.3870967741935484,0.9795918367346939,0.6930837030819044,0.7150109721307878,0.5549132947976879,0.44036697247706424,2.2162388183379615
5,0.9333333333333333,0.6916896510372946,0.3870967741935484,0.9230769230769231,0.6916896510372946,0.6867535153019024,0.5454545454545454,0.4379562043795621,2.3025877583188135
6,0.9408333333333333,0.7244123995682935,0.45161290322580644,0.9491525423728814,0.7244123995682935,0.7287160561326773,0.6120218579234973,0.5045045045045045,2.043546269025792
7,0.9441666666666667,0.7405414318263581,0.4838709677419355,0.9523809523809523,0.7405414318263581,0.7447926267281106,0.6417112299465241,0.5366726296958857,1.9284170143760893
8,0.9441666666666667,0.7405414318263581,0.4838709677419355,0.9523809523809523,0.7405414318263581,0.7447926267281106,0.6417112299465241,0.5366726296958857,1.9284170143760893
9,0.9441666666666667,0.7476765799256506,0.5,0.9253731343283582,0.7476765799256505,0.7385199004975125,0.6492146596858639,0.5506216696269983,1.9284183470384733
10,0.945,0.7481412639405205,0.5,0.9393939393939394,0.7481412639405204,0.7455303030303031,0.6526315789473685,0.5516014234875445,1.8996353670448556
11,0.9433333333333334,0.7472118959107807,0.5,0.9117647058823529,0.7472118959107806,0.7317156862745098,0.6458333333333334,0.5496453900709221,1.9572013270320903
12,0.945,0.7517088379901666,0.5080645161290323,0.9264705882352942,0.7517088379901667,0.7426842188488298,0.65625,0.5585106382978724,1.8996360333760474
13,0.9441666666666667,0.7476765799256506,0.5,0.9253731343283582,0.7476765799256505,0.7385199004975125,0.6492146596858639,0.5506216696269983,1.9284183470384733
14,0.9475,0.7531028900347764,0.5080645161290323,0.9692307692307692,0.7531028900347764,0.7640643093465674,0.6666666666666667,0.5614973262032085,1.8132870933951952
15,0.9458333333333333,0.7450383739057441,0.49193548387096775,0.9682539682539683,0.7450383739057441,0.756344726062468,0.6524064171122995,0.5456171735241503,1.8708517207200464
16,0.9441666666666667,0.7369738577767119,0.47580645161290325,0.9672131147540983,0.7369738577767119,0.748593116516834,0.6378378378378379,0.5296229802513466,1.9284163480448975
17,0.9458333333333333,0.7486059479553904,0.5,0.9538461538461539,0.7486059479553903,0.7527564102564104,0.656084656084656,0.552584670231729,1.8708523870512381
18,0.9483333333333334,0.7571351480992925,0.5161290322580645,0.9696969696969697,0.7571351480992925,0.767913000977517,0.6736842105263158,0.5693950177935944,1.7845047797327698
19,0.9483333333333334,0.7571351480992925,0.5161290322580645,0.9696969696969697,0.7571351480992925,0.767913000977517,0.6736842105263158,0.5693950177935944,1.7845047797327698
20,0.9475,0.7531028900347764,0.5080645161290323,0.9692307692307692,0.7531028900347764,0.7640643093465674,0.6666666666666667,0.5614973262032085,1.8132870933951952
21,0.9458333333333333,0.7486059479553904,0.5,0.9538461538461539,0.7486059479553903,0.7527564102564104,0.656084656084656,0.552584670231729,1.8708523870512381
22,0.9475,0.7531028900347764,0.5080645161290323,0.9692307692307692,0.7531028900347764,0.7640643093465674,0.6666666666666667,0.5614973262032085,1.8132870933951952
23,0.9466666666666667,0.7490706319702602,0.5,0.96875,0.7490706319702602,0.7602083333333334,0.6595744680851063,0.5535714285714286,1.842069407057621
24,0.945,0.7445736898908741,0.49193548387096775,0.953125,0.7445736898908741,0.7487802419354839,0.648936170212766,0.5446428571428571,1.8996347007136638
25,0.9466666666666667,0.7562057800695527,0.5161290322580645,0.9411764705882353,0.7562057800695527,0.7536527514231499,0.6666666666666666,0.5673758865248226,1.8420707397200045
26,0.9458333333333333,0.7557410960546829,0.5161290322580645,0.927536231884058,0.7557410960546829,0.7468326320710612,0.6632124352331605,0.5663716814159293,1.8708537197136221
27,0.945,0.7481412639405205,0.5,0.9393939393939394,0.7481412639405204,0.7455303030303031,0.6526315789473685,0.5516014234875445,1.8996353670448556
28,0.9433333333333334,0.7400767478114882,0.4838709677419355,0.9375,0.7400767478114882,0.7373521505376344,0.6382978723404255,0.5357142857142856,1.957199994369707
29,0.9433333333333334,0.7436443218611344,0.49193548387096775,0.9242424242424242,0.7436443218611344,0.734338954056696,0.6421052631578947,0.5427046263345197,1.9572006607008985
30,0.945,0.7445736898908741,0.49193548387096775,0.953125,0.7445736898908741,0.7487802419354839,0.648936170212766,0.5446428571428571,1.8996347007136638
31,0.945,0.7481412639405205,0.5,0.9393939393939394,0.7481412639405204,0.7455303030303031,0.6526315789473685,0.5516014234875445,1.8996353670448556
32,0.9475,0.7566704640844226,0.5161290322580645,0.9552238805970149,0.7566704640844225,0.7606764564275397,0.6701570680628272,0.5683836589698046,1.8132877597263874
33,0.945,0.755276412039813,0.5161290322580645,0.9142857142857143,0.755276412039813,0.7402073732718893,0.6597938144329898,0.5653710247349824,1.8996366997072396
