,0
0,39
1,94
2,355
3,33
4,62
5,207
6,16
7,26
8,36
9,4
10,8
11,81
12,163
13,123
14,0
15,96
16,326
17,219
18,354
19,47
20,158
21,40
22,284
23,121
24,5
25,235
26,254
27,274
28,237
29,205
30,21
31,102
32,370
33,130
34,34
35,133
36,59
37,100
38,198
39,117
40,17
41,63
42,243
43,28
44,166
45,390
46,223
47,333
48,64
49,334
50,301
51,171
52,116
53,194
54,361
55,222
56,115
57,155
58,110
59,169
60,162
61,31
62,309
63,55
64,231
65,423
66,480
67,208
68,239
69,92
70,2
71,265
72,111
73,120
74,345
75,18
76,73
77,343
78,19
79,225
80,394
81,348
82,132
83,453
84,371
85,294
86,415
87,489
88,48
89,534
90,14
91,186
92,218
93,32
94,422
95,543
96,277
97,288
98,359
99,164
100,270
101,177
102,202
103,436
104,278
105,493
106,634
107,496
108,424
109,268
110,80
111,98
112,405
113,185
114,517
115,246
116,289
117,156
118,46
119,281
120,206
121,315
122,497
123,364
124,144
125,511
126,224
127,442
128,589
129,535
130,554
131,465
132,336
133,373
134,583
135,400
136,427
137,365
138,72
139,536
140,680
141,49
142,302
143,272
144,362
145,542
146,388
147,386
148,454
149,476
150,550
151,241
152,312
153,304
154,339
155,439
156,561
157,181
158,697
159,615
160,160
161,559
162,351
163,245
164,555
165,699
166,402
167,1100
168,570
169,375
170,590
171,815
172,490
173,601
174,305
175,608
176,552
177,607
178,408
179,641
180,380
181,292
182,650
183,407
184,461
185,527
186,609
187,643
188,221
189,663
190,142
191,187
192,692
193,690
194,37
195,528
196,234
197,404
198,822
199,215
200,435
201,700
202,722
203,146
204,383
205,660
206,698
207,662
208,651
209,721
210,540
211,622
212,711
213,585
214,668
215,816
216,545
217,688
218,136
219,614
220,112
221,805
222,705
223,626
224,421
225,854
226,11
227,44
228,572
229,617
230,576
231,263
232,1307
233,740
234,429
235,901
236,830
237,905
238,790
239,694
240,870
241,838
242,366
243,625
244,170
245,944
246,432
247,749
248,667
249,798
250,1030
251,763
252,665
253,1118
254,257
255,702
256,922
257,1175
258,892
259,149
260,153
261,736
262,363
263,23
264,1148
265,685
266,502
267,659
268,1293
269,118
270,696
271,484
272,706
273,182
274,1259
275,744
276,139
277,161
278,119
279,529
280,872
281,977
282,818
283,498
284,866
285,841
286,471
287,900
288,1069
289,970
290,960
291,606
292,1129
293,566
294,398
295,930
296,1184
297,389
298,145
299,825
300,591
301,973
302,768
303,1144
304,941
305,829
306,917
307,954
308,853
309,1264
310,724
311,89
312,949
313,802
314,1067
315,889
316,574
317,1317
318,148
319,927
320,652
321,860
322,713
323,754
324,319
325,1127
326,563
327,347
328,1036
329,965
330,192
331,964
332,992
333,456
334,1094
335,544
336,330
337,873
338,881
339,882
340,1208
341,1252
342,926
343,1003
344,767
345,886
346,729
347,743
348,1007
349,1212
350,956
351,571
352,105
353,832
354,948
355,756
356,297
357,1137
358,745
359,792
360,1161
361,210
362,648
363,230
364,969
365,1086
366,748
367,1187
368,1103
369,967
370,1384
371,1105
372,482
373,773
374,381
375,942
376,214
377,1060
378,481
379,477
380,1073
381,565
382,507
383,1081
384,1511
385,1559
386,176
387,1214
388,1038
389,630
390,1292
391,717
392,989
393,1374
394,397
395,504
396,1218
397,1178
398,1197
399,1290
400,190
401,1025
402,812
403,1116
404,1034
405,1041
406,1177
407,1128
408,986
409,937
410,1262
411,1357
412,1361
413,865
414,1108
415,1172
416,984
417,1121
418,1142
419,1141
420,1132
421,1092
422,1211
423,781
424,1390
425,1195
426,794
427,193
428,1316
429,785
430,995
431,1335
432,1359
433,1402
434,924
435,1011
436,894
437,1308
438,1295
439,1394
440,1597
441,1436
442,1289
443,1362
444,677
445,1508
446,1269
447,1049
448,1302
449,1170
450,1176
451,806
452,1434
453,1057
454,1534
455,1225
456,1042
457,1583
458,770
459,1330
460,845
461,1281
462,1216
463,1296
464,1410
465,1079
466,656
467,1286
468,877
469,1382
470,1371
471,1271
472,460
473,469
474,1477
475,1156
476,1502
477,974
478,1999
479,884
480,1412
481,869
482,1646
483,1145
484,1392
485,1106
486,1228
487,1458
488,1328
489,74
490,1456
491,1298
492,1445
493,1324
494,417
495,1689
496,1538
497,1018
498,1702
499,1080
500,1065
501,233
502,1398
503,1648
504,1737
505,419
506,808
507,1152
508,1605
509,1351
510,1546
511,664
512,1243
513,1618
514,1050
515,978
516,1454
517,1146
518,1529
519,1220
520,1183
521,473
522,1279
523,1376
524,1239
525,1784
526,835
527,369
528,1337
529,1509
530,628
531,1642
532,1547
533,1604
534,1678
535,1429
536,1435
537,1548
538,1845
539,1500
540,1649
541,1588
542,1519
543,1356
544,1532
545,137
546,1358
547,1569
548,1483
549,1490
550,1010
551,1240
552,1589
553,1215
554,1421
555,1409
556,1190
557,1686
558,1416
559,1609
560,1661
561,1838
562,1430
563,479
564,1395
565,1485
566,1332
567,1697
568,259
569,2048
570,1685
571,1523
572,1474
573,1792
574,1775
575,1613
576,1543
577,764
578,217
579,1406
580,1748
581,1701
582,569
583,1753
584,1778
585,1520
586,2016
587,1581
588,1419
589,1620
590,1968
591,1048
592,1513
593,1837
594,938
595,1850
596,1377
597,1140
598,1267
599,1629
600,1859
601,1651
602,1739
603,833
604,1793
605,1734
606,895
607,2221
608,1707
609,66
610,1125
611,1803
612,1514
613,1881
614,2150
615,1179
616,1590
617,1314
618,2000
619,2137
620,1858
621,2075
622,1226
623,1923
624,1528
625,2023
626,1439
627,310
628,1801
629,1934
630,2206
631,1735
632,2052
633,1959
634,1966
635,1910
636,975
637,1476
638,1555
639,1727
640,1842
641,1425
642,750
643,2060
644,1222
645,1905
646,1844
647,1676
648,2148
649,1700
650,483
651,1825
652,2128
653,1760
654,2160
655,1558
656,1624
657,1636
658,2123
659,852
660,1261
661,1874
662,1715
663,1731
664,2097
665,2262
666,1932
667,2287
668,1839
669,1785
670,2057
671,1949
672,1982
673,2054
674,1843
675,1143
676,1814
677,2384
678,1749
679,2050
680,674
681,2195
682,2076
683,2061
684,1550
685,1174
686,2027
687,2022
688,1180
689,331
690,2114
691,1741
692,1277
693,2130
694,2032
695,1662
696,1852
697,2129
698,1790
699,990
700,1938
701,82
702,1213
703,2125
704,2146
705,867
706,2003
707,412
708,1740
709,1708
710,152
711,587
712,1637
713,2071
714,2266
715,704
716,864
717,530
718,1363
719,1444
720,1280
721,2069
722,1350
723,933
724,1622
725,2133
726,95
727,1400
728,2275
729,1334
730,1024
731,2159
732,2017
733,1713
734,1978
735,1962
736,1557
737,1130
738,1800
739,2063
740,1730
741,1349
742,2145
743,2210
744,862
745,1917
746,2126
747,1517
748,1694
749,1486
750,1738
751,557
752,2256
753,1831
754,1681
755,1310
756,2326
757,2141
758,2308
759,1960
760,2045
761,2377
762,2088
763,2515
764,2279
765,2143
766,2059
767,349
768,1364
769,2090
770,703
771,2285
772,1496
773,2018
774,2441
775,2104
776,85
777,2389
778,1623
779,2272
780,2504
781,2701
782,701
783,1718
784,1544
785,691
786,2053
787,2217
788,1902
789,2447
790,2449
791,2074
792,1437
793,2545
794,2108
795,2311
796,2101
797,1722
798,1051
799,2247
800,1745
801,271
802,1955
803,2334
804,2365
805,2405
806,891
807,2085
808,1541
809,2281
810,2481
811,1841
812,2315
813,2151
814,2080
815,2197
816,2164
817,2472
818,2436
819,1413
820,2383
821,2342
822,2487
823,1194
824,2464
825,2376
826,2652
827,1747
828,2008
829,1339
830,2142
831,2418
832,2269
833,472
834,2248
835,2467
836,2030
837,2202
838,774
839,2562
840,2491
841,1988
842,513
843,2318
844,1507
845,2192
846,1733
847,2270
848,2323
849,2019
850,558
851,2511
852,2404
853,2797
854,2496
855,2353
856,2621
857,2382
858,2434
859,1970
860,2573
861,29
862,2791
863,2035
864,1323
865,2172
866,2414
867,2459
868,903
869,2582
870,2288
871,2625
872,2916
873,2476
874,2911
875,2640
876,2804
877,2149
878,2322
879,2437
880,2473
881,2678
882,1948
883,2375
884,1914
885,2369
886,2201
887,2189
888,2292
889,2619
890,2611
891,2501
892,834
893,2657
894,2144
895,1
896,2395
897,2371
898,2347
899,2671
900,2872
901,2629
902,2662
903,2597
904,1274
905,2722
906,2527
907,2673
908,2460
909,2761
910,1611
911,2567
912,2708
913,669
914,2478
915,2450
916,2651
917,2021
918,2468
919,3211
920,1270
921,2806
922,3022
923,2616
924,2649
925,2327
926,1325
927,2089
928,2569
929,2834
930,2453
931,988
932,2474
933,2064
934,2685
935,2954
936,1321
937,2748
938,2704
939,1561
940,603
941,236
942,2807
943,3247
944,2598
945,2542
946,2589
947,1221
948,2260
949,2762
950,2843
951,2795
952,2587
953,1632
954,2171
955,2630
956,2957
957,2792
958,1804
959,2781
960,1736
961,1056
962,1765
963,2670
964,2779
965,2713
966,2401
967,2924
968,2814
969,2593
970,1669
971,2584
972,2777
973,2672
974,2786
975,2653
976,639
977,2127
978,1499
979,521
980,1717
981,2676
982,61
983,2191
984,2298
985,2637
986,503
987,1918
988,2439
989,2537
990,2413
991,313
992,1181
993,1463
994,1971
995,972
996,1849
997,2935
998,2715
999,824
1000,1072
1001,2339
1002,2213
1003,2639
1004,1000
1005,2688
1006,1791
1007,1915
1008,2225
1009,837
1010,3013
1011,457
1012,1596
1013,3173
1014,2329
1015,2547
1016,1875
1017,1763
1018,1447
1019,2041
1020,2336
1021,2513
1022,2300
1023,2812
1024,2980
1025,2199
1026,2667
1027,2392
1028,451
1029,3116
1030,2526
1031,2968
1032,2992
1033,2608
1034,76
1035,2271
1036,1658
1037,2648
1038,2759
1039,2866
1040,1906
1041,2892
1042,2772
1043,1817
1044,1123
1045,3117
1046,2726
1047,2910
1048,2944
1049,2119
1050,1076
1051,2763
1052,3078
1053,772
1054,316
1055,2943
1056,2871
1057,1570
1058,2072
1059,2111
1060,1191
1061,2926
1062,2471
1063,2842
1064,3001
1065,2627
1066,1329
1067,3414
1068,70
1069,1944
1070,2454
1071,2425
1072,2937
1073,3102
1074,3261
1075,1986
1076,3052
1077,2798
1078,2743
1079,2254
1080,3077
1081,2865
1082,2641
1083,2938
1084,2031
1085,3066
1086,2940
1087,2955
1088,1820
1089,445
1090,2956
1091,707
1092,2580
1093,2907
1094,2822
1095,3218
1096,3245
1097,2962
1098,1035
1099,2536
1100,2929
1101,3175
1102,1063
1103,3019
1104,746
1105,2309
1106,3157
1107,3006
1108,3158
1109,2875
1110,2600
1111,2858
1112,3194
1113,739
1114,3111
1115,1044
1116,2982
1117,1846
1118,2664
1119,3028
1120,1789
1121,1196
1122,3123
1123,3026
1124,3024
1125,3234
1126,3128
1127,2859
1128,220
1129,3142
1130,2583
1131,2884
1132,3221
1133,2638
1134,3260
1135,1291
1136,2913
1137,2972
1138,2959
1139,3090
1140,3151
1141,3166
1142,3249
1143,3007
1144,3302
1145,3323
1146,3201
1147,3177
1148,1560
1149,3118
1150,1867
1151,3246
1152,3069
1153,3354
1154,2951
1155,2771
1156,2699
1157,3536
1158,403
1159,2605
1160,3449
1161,3303
1162,2815
1163,97
1164,2981
1165,2970
1166,3214
1167,3651
1168,3305
1169,3087
1170,2606
1171,3377
1172,3235
1173,3086
1174,3525
1175,2853
1176,3383
1177,3330
1178,3298
1179,3342
1180,2922
1181,3836
1182,3031
1183,3406
1184,3189
1185,3041
1186,3300
1187,2411
1188,2571
1189,2305
1190,3336
1191,3304
1192,3338
1193,2591
1194,2399
1195,3481
1196,3282
1197,3447
1198,3616
1199,2811
1200,3073
1201,2889
1202,2675
1203,2417
1204,1833
1205,3682
1206,3343
1207,3382
1208,42
1209,2724
1210,2803
1211,3188
1212,3340
1213,3870
1214,1822
