Unnamed: 0,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.7083333333333334,0.7083333333333334,0.6416666666666667,0.7403846153846154,0.7083333333333333,0.7806089743589745,0.6875000000000001,0.6592465753424659,10.073899736559843
1,0.7041666666666667,0.7041666666666666,0.635,0.7369439071566731,0.7041666666666666,0.7772219535783365,0.6821844225604297,0.6530682207747686,10.217811971203167
2,0.7016666666666667,0.7016666666666667,0.645,0.7274436090225563,0.7016666666666667,0.7749718045112782,0.6837455830388692,0.6599590723055935,10.304164909171167
3,0.7025,0.7025,0.63,0.7368421052631579,0.7025,0.7759210526315791,0.6792452830188679,0.6488156539649845,10.275375932196825
4,0.7033333333333334,0.7033333333333334,0.64,0.7328244274809159,0.7033333333333334,0.776412213740458,0.6832740213523132,0.6566347469220246,10.246596950190359
5,0.6983333333333334,0.6983333333333334,0.635,0.7270992366412213,0.6983333333333334,0.7722996183206107,0.6779359430604981,0.6515047879616963,10.419292831158486
6,0.7058333333333333,0.7058333333333333,0.6483333333333333,0.7325800376647834,0.7058333333333333,0.7783733521657249,0.6878868258178603,0.6635960423063799,10.160251341865466
7,0.715,0.715,0.6533333333333333,0.7452471482889734,0.715,0.7859569074778201,0.6962699822380106,0.6698564593301436,9.843640560929249
8,0.7025,0.7025,0.63,0.7368421052631579,0.7025,0.7759210526315791,0.6792452830188679,0.6488156539649845,10.275375932196825
9,0.7025,0.7024999999999999,0.6466666666666666,0.7279549718574109,0.7024999999999999,0.7756441525953721,0.6849073256840247,0.6614387998636208,10.27538259550874
10,0.705,0.7050000000000001,0.6533333333333333,0.7286245353159851,0.7049999999999998,0.777645600991326,0.6889279437609841,0.6671204901293397,10.18903632085266
11,0.7083333333333334,0.7083333333333333,0.6433333333333333,0.7394636015325671,0.7083333333333334,0.7805651340996168,0.6880570409982174,0.6605065023956194,10.073900402891038
12,0.7158333333333333,0.7158333333333333,0.6566666666666666,0.7448015122873346,0.7158333333333334,0.7865674228103339,0.6979627989371124,0.6725844998292932,9.814858913598016
13,0.7066666666666667,0.7066666666666667,0.6416666666666667,0.7375478927203065,0.7066666666666667,0.77919061302682,0.6862745098039216,0.658795345653662,10.131465696547082
14,0.7075,0.7075,0.6283333333333333,0.7465346534653465,0.7075,0.7803506600660066,0.6823529411764706,0.6488812392426849,10.10267738590393
15,0.7075,0.7075,0.6316666666666667,0.7445972495088409,0.7075,0.7802152914210871,0.6834986474301171,0.6514266070814713,10.102678718566313
16,0.7125,0.7125,0.645,0.7456647398843931,0.7125,0.7840823699421965,0.6916890080428955,0.6628982528263103,9.929986169254144
17,0.7116666666666667,0.7116666666666667,0.6283333333333333,0.754,0.7116666666666668,0.7840833333333332,0.6854545454545454,0.6499999999999999,9.95876248593584
18,0.7141666666666666,0.7141666666666666,0.6383333333333333,0.7524557956777996,0.7141666666666666,0.7858112311722331,0.6907123534715961,0.6583018219319353,9.872417543942143
19,0.7166666666666667,0.7166666666666667,0.6383333333333333,0.7569169960474308,0.7166666666666667,0.7880418313570487,0.6925858951175407,0.6589814177563661,9.786068603961288
20,0.7083333333333334,0.7083333333333333,0.635,0.744140625,0.7083333333333335,0.7808203125000001,0.685251798561151,0.6541895604395604,10.07389707123508
21,0.7058333333333333,0.7058333333333333,0.64,0.7370441458733206,0.7058333333333335,0.7785220729366602,0.6851025869759143,0.6573091407052379,10.160248010209507
22,0.7183333333333334,0.7183333333333333,0.65,0.752895752895753,0.7183333333333333,0.7889478764478765,0.6976744186046513,0.6682659355723098,9.728507308292397
23,0.7041666666666667,0.7041666666666666,0.6233333333333333,0.7435387673956262,0.7041666666666667,0.7776027170311464,0.6781504986400725,0.6441612125387529,10.217807306884824
24,0.7041666666666667,0.7041666666666666,0.63,0.7397260273972602,0.7041666666666666,0.77736301369863,0.6804680468046804,0.6492614221916868,10.21780997220959
25,0.7025,0.7025,0.64,0.7314285714285714,0.7025000000000001,0.7757142857142856,0.6826666666666666,0.6564102564102564,10.275379930183977
26,0.7058333333333333,0.7058333333333333,0.6366666666666667,0.7388781431334622,0.7058333333333334,0.7786057382333977,0.683974932855864,0.6547823105930751,10.160246677547123
27,0.7108333333333333,0.7108333333333333,0.645,0.7428023032629558,0.7108333333333333,0.7826511516314779,0.6904549509366638,0.6624443683669976,9.987552129241381
28,0.7208333333333333,0.7208333333333333,0.66,0.7514231499051234,0.7208333333333334,0.7907115749525617,0.7027506654835847,0.676460539801845,9.642162366298695
29,0.7008333333333333,0.7008333333333334,0.6316666666666667,0.7330754352030948,0.7008333333333334,0.7744543842682141,0.6786034019695613,0.6496400411381557,10.332942558515251
30,0.7116666666666667,0.7116666666666667,0.6383333333333333,0.748046875,0.7116666666666667,0.7836067708333333,0.6888489208633094,0.6576236263736264,9.958766483922991
31,0.7241666666666666,0.7241666666666666,0.6566666666666666,0.7591522157996147,0.7241666666666667,0.7937427745664741,0.7042001787310099,0.6748886605001713,9.527029113661843
32,0.7133333333333334,0.7133333333333334,0.6316666666666667,0.7549800796812749,0.7133333333333334,0.7854067065073042,0.6878402903811253,0.6529979324603722,9.901197858610992
33,0.7141666666666666,0.7141666666666666,0.635,0.7544554455445545,0.7141666666666666,0.7859777227722773,0.6895927601809955,0.6557659208261618,9.872416211279758
34,0.7233333333333334,0.7233333333333334,0.6533333333333333,0.7596899224806202,0.7233333333333333,0.7931782945736434,0.7025089605734767,0.6721536351165981,9.555810760993076
35,0.7216666666666667,0.7216666666666667,0.64,0.7649402390438247,0.7216666666666667,0.7924701195219123,0.6969147005444647,0.6616126809097175,9.613371390330776
