Unnamed: 0,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.7866666666666666,0.7866666666666666,0.765,0.7996515679442509,0.7866666666666667,0.8410757839721255,0.7819420783645655,0.7716879623402824,7.368348925668005
1,0.7866666666666666,0.7866666666666666,0.7466666666666667,0.8115942028985508,0.7866666666666667,0.842463768115942,0.7777777777777779,0.7588075880758808,7.368341596024896
2,0.7875,0.7875000000000001,0.7566666666666667,0.8063943161634103,0.7875000000000001,0.8423638247483718,0.7807394668959587,0.7661154235572056,7.339562614018432
3,0.7741666666666667,0.7741666666666667,0.7483333333333333,0.7891036906854131,0.7741666666666667,0.8316351786760399,0.7681779298545764,0.7561468507915122,7.800086962260349
4,0.7908333333333334,0.7908333333333333,0.76,0.8099467140319716,0.7908333333333333,0.8449733570159857,0.7841788478073947,0.7694903813702328,7.224432026706343
5,0.7908333333333334,0.7908333333333333,0.7766666666666666,0.7993138936535163,0.7908333333333333,0.8438236134934248,0.7878275570583262,0.7810928595373784,7.224438690018261
6,0.7941666666666667,0.7941666666666667,0.77,0.809106830122592,0.7941666666666667,0.8470534150612961,0.7890691716481641,0.7775159878828678,7.1093041047190235
7,0.7875,0.7875000000000001,0.7616666666666667,0.8031634446397188,0.7875,0.8419983889865261,0.7818648417450812,0.7696194004715393,7.339564613012005
8,0.7991666666666667,0.7991666666666667,0.78,0.8110918544194108,0.7991666666666667,0.8505459272097053,0.7952421410365336,0.7860262008733624,6.9366102227444735
9,0.795,0.7949999999999999,0.7733333333333333,0.8083623693379791,0.795,0.8475145180023229,0.7904599659284496,0.7800941492938803,7.080522457387791
10,0.7966666666666666,0.7966666666666666,0.775,0.8101045296167247,0.7966666666666666,0.8488022648083623,0.7921635434412266,0.7817753866845999,7.022957163731746
11,0.8,0.8,0.795,0.803030303030303,0.7999999999999999,0.8502651515151515,0.7989949748743719,0.7965931863727455,6.9078332397315805
12,0.7966666666666666,0.7966666666666666,0.79,0.8006756756756757,0.7966666666666666,0.8478378378378381,0.7953020134228188,0.7921122994652406,7.0229631607124725
13,0.7991666666666667,0.7991666666666667,0.7933333333333333,0.8026981450252951,0.7991666666666667,0.849682405845981,0.7979882648784576,0.7951887738055462,6.936615553394008
14,0.7975,0.7975,0.7816666666666666,0.8072289156626506,0.7975,0.8490311244979921,0.7942421676545299,0.786648775578665,6.994176849062897
15,0.795,0.7949999999999999,0.7866666666666666,0.8,0.7949999999999999,0.8466666666666667,0.7932773109243697,0.7892976588628762,7.080527788037325
16,0.8,0.8,0.8033333333333333,0.7980132450331126,0.7999999999999999,0.8498399558498896,0.8006644518272426,0.8022636484687083,6.9078365713875405
17,0.7825,0.7825,0.77,0.7897435897435897,0.7825000000000001,0.8373717948717947,0.7797468354430381,0.7738693467336684,7.51226582462967
18,0.7958333333333333,0.7958333333333334,0.785,0.8023850085178875,0.7958333333333334,0.8474425042589437,0.7935973041280538,0.7884164713759625,7.0517441417125175
19,0.7941666666666667,0.7941666666666667,0.7866666666666666,0.7986463620981388,0.7941666666666667,0.845989847715736,0.7926112510495381,0.7890337679705783,7.109310768030943
20,0.7925,0.7925,0.7916666666666666,0.7929883138564274,0.7925,0.8444108235948804,0.79232693911593,0.7919306435478493,7.1668787270117535
21,0.7983333333333333,0.7983333333333333,0.7833333333333333,0.8075601374570447,0.7983333333333333,0.8496134020618558,0.7952622673434855,0.7880617035546613,6.965394535400473
22,0.8075,0.8075,0.7983333333333333,0.8132427843803056,0.8075,0.8562047255234861,0.8057190916736754,0.8012713282034126,6.6487877524514065
23,0.81,0.81,0.7966666666666666,0.8184931506849316,0.81,0.8584132420091324,0.8074324324324325,0.8009383378016084,6.562438146139363
24,0.8033333333333333,0.8033333333333333,0.8133333333333334,0.7973856209150327,0.8033333333333335,0.8520261437908496,0.8052805280528054,0.8100929614873837,6.792708649400221
25,0.805,0.8049999999999999,0.8083333333333333,0.8029801324503312,0.8049999999999999,0.853573399558499,0.8056478405315615,0.8072569906790945,6.735140690419412
26,0.8016666666666666,0.8016666666666666,0.7883333333333333,0.8099315068493149,0.8016666666666666,0.8520490867579908,0.7989864864864865,0.7925603217158176,6.8502646144195785
27,0.7941666666666667,0.7941666666666667,0.8,0.7907742998352554,0.7941666666666667,0.8453871499176278,0.7953603976801988,0.7981376787495843,7.109316098680479
28,0.7991666666666667,0.7991666666666667,0.8033333333333333,0.7966942148760331,0.7991666666666667,0.8491804407713499,0.8,0.8019966722129784,6.936619551381158
29,0.805,0.8049999999999999,0.8033333333333333,0.8060200668896321,0.8049999999999999,0.8538433667781495,0.8046744574290484,0.8038692461641095,6.735138691425835
30,0.8075,0.8075,0.8033333333333333,0.8100840336134454,0.8074999999999999,0.8558753501400559,0.8066945606694561,0.8046744574290483,6.6487897514449825
31,0.805,0.8049999999999999,0.7933333333333333,0.8122866894197952,0.805,0.8544766780432309,0.8026981450252951,0.7970529135967849,6.735134693438684
32,0.8058333333333333,0.8058333333333334,0.7983333333333333,0.8104906937394247,0.8058333333333333,0.8548286802030457,0.8043660789252729,0.8007355399531928,6.706353712438641
33,0.8141666666666667,0.8141666666666667,0.7983333333333333,0.8244406196213425,0.8141666666666667,0.8618036431440046,0.8111769686706181,0.8034216705803423,6.418523912502469
34,0.8025,0.8025,0.795,0.8071065989847716,0.8025,0.8523032994923858,0.801007556675063,0.7973921765295887,6.821484299750727
35,0.8133333333333334,0.8133333333333334,0.8033333333333333,0.8197278911564626,0.8133333333333334,0.8606972789115647,0.8114478114478114,0.8065595716198125,6.447308891489662
36,0.795,0.795,0.8,0.7920792079207921,0.795,0.8460396039603961,0.7960199004975126,0.7984031936127745,7.080533118686861
37,0.7941666666666667,0.7941666666666667,0.7883333333333333,0.7976391231028668,0.7941666666666667,0.8459028948847667,0.7929589270746018,0.7901770798529903,7.109311434362135
38,0.8008333333333333,0.8008333333333333,0.7966666666666666,0.8033613445378152,0.8008333333333333,0.8508473389355742,0.8,0.7979966611018363,6.879050926069155
39,0.8066666666666666,0.8066666666666666,0.7983333333333333,0.8118644067796609,0.8066666666666666,0.8555155367231639,0.8050420168067226,0.8010033444816052,6.677570732445027
40,0.8033333333333333,0.8033333333333333,0.78,0.8181818181818182,0.8033333333333333,0.8540909090909092,0.7986348122866895,0.7873485868102288,6.792695322776384
41,0.8075,0.8075000000000001,0.81,0.8059701492537313,0.8075,0.8554850746268657,0.8079800498753117,0.8091908091908092,6.648792416769751
42,0.8233333333333334,0.8233333333333333,0.8116666666666666,0.8310580204778157,0.8233333333333333,0.8684456769055745,0.8212478920741989,0.8154722036168788,6.101916463222213
43,0.8091666666666667,0.8091666666666666,0.7933333333333333,0.8192771084337349,0.8091666666666667,0.8579718875502007,0.8060965283657917,0.7983898020798391,6.591219793470597
44,0.7975,0.7975,0.815,0.7874396135265701,0.7975,0.8474698067632851,0.8009828009828011,0.8093346573982124,6.994190175686736
45,0.8016666666666666,0.8016666666666666,0.83,0.7854889589905363,0.8016666666666666,0.8502444794952682,0.807131280388979,0.8206987475280157,6.850281272699375
46,0.8041666666666667,0.8041666666666667,0.81,0.8006589785831959,0.8041666666666667,0.8528294892915981,0.8053024026512012,0.808114399733954,6.763924336744221
47,0.8125,0.8125,0.8133333333333334,0.8119800332778702,0.8125000000000001,0.8593233499722684,0.8126561199000832,0.8130623125624792,6.476095869470432
48,0.8075,0.8075,0.815,0.8029556650246306,0.8075,0.8552278325123153,0.8089330024813896,0.8125623130608174,6.648794415763327
49,0.805,0.8049999999999999,0.7983333333333333,0.8091216216216216,0.8049999999999999,0.8541441441441441,0.8036912751677853,0.8004679144385026,6.7351366924322615
50,0.8108333333333333,0.8108333333333333,0.8066666666666666,0.8134453781512605,0.8108333333333333,0.8583893557422969,0.8100418410041841,0.8080133555926543,6.533659164132898
51,0.81,0.81,0.8133333333333334,0.8079470198675497,0.81,0.8573068432671083,0.8106312292358804,0.8122503328894808,6.56244480945128
52,0.8058333333333333,0.8058333333333334,0.7933333333333333,0.8136752136752137,0.8058333333333334,0.8551709401709402,0.8033755274261604,0.7973199329983249,6.706351713445066
53,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.85625,0.8083333333333333,0.8083333333333333,6.620008770444942
54,0.8075,0.8075,0.8033333333333333,0.8100840336134454,0.8074999999999999,0.8558753501400559,0.8066945606694561,0.8046744574290483,6.6487897514449825
55,0.8091666666666667,0.8091666666666666,0.8033333333333333,0.8128161888701517,0.8091666666666666,0.8572414277684092,0.8080469404861693,0.8052121617106579,6.591223791457749
56,0.7933333333333333,0.7933333333333333,0.7916666666666666,0.7943143812709029,0.7933333333333333,0.8450738573021181,0.7929883138564273,0.7921947965310205,7.138095747018137
57,0.8116666666666666,0.8116666666666666,0.7983333333333333,0.8202054794520548,0.8116666666666666,0.8596860730593607,0.8091216216216216,0.8026139410187668,6.504872852483321
58,0.8108333333333333,0.8108333333333333,0.8,0.8177172061328789,0.8108333333333334,0.8588586030664396,0.8087615838247684,0.8034817542684969,6.5336564988081305
59,0.8083333333333333,0.8083333333333333,0.8116666666666666,0.8062913907284768,0.8083333333333332,0.856062362030905,0.808970099667774,0.8105858854860187,6.620010103107323
60,0.8058333333333333,0.8058333333333334,0.8016666666666666,0.8084033613445378,0.8058333333333334,0.8546183473389356,0.8050209205020922,0.8030050083472453,6.706355045101027
61,0.8083333333333333,0.8083333333333333,0.795,0.8167808219178082,0.8083333333333332,0.857140410958904,0.8057432432432433,0.7992627345844504,6.620003439795407
62,0.8166666666666667,0.8166666666666667,0.8066666666666666,0.8231292517006803,0.8166666666666667,0.8632312925170068,0.8148148148148149,0.8099062918340028,6.332178304177575
63,0.8133333333333334,0.8133333333333334,0.8033333333333333,0.8197278911564626,0.8133333333333334,0.8606972789115647,0.8114478114478114,0.8065595716198125,6.44730889148966
64,0.8116666666666666,0.8116666666666666,0.82,0.8065573770491803,0.8116666666666666,0.8582786885245901,0.8132231404958676,0.8172757475083056,6.5048815147888135
65,0.8116666666666666,0.8116666666666668,0.785,0.8292253521126759,0.8116666666666668,0.8608626760563379,0.8065068493150683,0.7934636118598383,6.504867521833787
66,0.8166666666666667,0.8166666666666667,0.79,0.8345070422535211,0.8166666666666665,0.8647535211267605,0.8116438356164384,0.7985175202156335,6.332171640865657
67,0.805,0.8049999999999999,0.7916666666666666,0.8133561643835616,0.8049999999999999,0.8545947488584474,0.8023648648648649,0.7959115281501339,6.735134027107493
68,0.8066666666666666,0.8066666666666666,0.815,0.8016393442622951,0.8066666666666666,0.8545696721311475,0.8082644628099173,0.8122923588039865,6.677577395756943
69,0.8083333333333333,0.8083333333333333,0.7966666666666666,0.8156996587030717,0.8083333333333333,0.8570164960182025,0.8060708263069138,0.8004018754186202,6.620004106126598
70,0.8058333333333333,0.8058333333333334,0.785,0.8191304347826087,0.8058333333333334,0.8558152173913044,0.8017021276595746,0.7915966386554621,6.706348381789107
71,0.8091666666666667,0.8091666666666667,0.8,0.8149405772495756,0.8091666666666667,0.8574702886247878,0.8074011774600506,0.8029441284710607,6.591222458795365
72,0.8116666666666666,0.8116666666666666,0.8033333333333333,0.8169491525423729,0.8116666666666668,0.8593079096045197,0.8100840336134454,0.806020066889632,6.504874851476897
73,0.8058333333333333,0.8058333333333334,0.79,0.8158347676419966,0.8058333333333334,0.8554173838209983,0.8027095681625741,0.7950352230795036,6.706350380782683
74,0.8116666666666666,0.8116666666666666,0.7966666666666666,0.8213058419243986,0.8116666666666666,0.859819587628866,0.8087986463620982,0.8014755197853788,6.504872186152129
75,0.8183333333333334,0.8183333333333334,0.8,0.8304498269896193,0.8183333333333334,0.8652249134948097,0.8149405772495755,0.8059100067159166,6.2746096788655725
76,0.8091666666666667,0.8091666666666666,0.7866666666666666,0.8237347294938918,0.8091666666666667,0.8585340314136126,0.8047740835464621,0.7938109653548603,6.591217128145829
77,0.8108333333333333,0.8108333333333333,0.8,0.8177172061328789,0.8108333333333334,0.8588586030664396,0.8087615838247684,0.8034817542684969,6.5336564988081305
78,0.8241666666666667,0.8241666666666667,0.8133333333333334,0.8313458262350937,0.8241666666666667,0.8690062464508801,0.8222409435551812,0.8168731168396384,6.073134149559786
79,0.8108333333333333,0.8108333333333333,0.7916666666666666,0.8232235701906413,0.8108333333333332,0.8595284517619874,0.8071367884451996,0.7977830030231777,6.5336531671521705
