Unnamed: 0,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.755,0.7549993194425539,0.7545909849749582,0.7545909849749582,0.7549993194425542,0.8158409849749583,0.7545909849749582,0.7545909849749582,8.462098167438317
1,0.755,0.7549965416570601,0.7529215358931552,0.7554438860971524,0.7549965416570602,0.8158493776618205,0.7541806020066891,0.7534246575342466,8.462097501107127
2,0.7558333333333334,0.7558368217689493,0.7579298831385642,0.7541528239202658,0.7558368217689494,0.8164580201960817,0.7560366361365529,0.7571714476317544,8.433316520107082
3,0.7608333333333334,0.7608173911594198,0.7512520868113522,0.7653061224489796,0.7608173911594198,0.8203624379634993,0.7582139848357203,0.7540214477211796,8.260615974820611
4,0.76,0.759988222189506,0.7529215358931552,0.7631133671742809,0.759988222189506,0.8196841182003848,0.7579831932773108,0.7549380649481084,8.28939962114542
5,0.7525,0.7524868124633679,0.7445742904841403,0.7559322033898305,0.7524868124633679,0.8140032469369853,0.7502102607232969,0.7468184862692564,8.54844310943202
6,0.7616666666666667,0.7616743379842722,0.7662771285475793,0.7586776859504132,0.7616743379842722,0.8208107405823296,0.7624584717607974,0.7647450849716763,8.23183899180772
7,0.7475,0.7474979097164158,0.7462437395659433,0.7474916387959866,0.7474979097164158,0.8102010225142983,0.7468671679197995,0.7464929859719439,8.721141655724914
8,0.7525,0.7525034791763309,0.7545909849749582,0.7508305647840532,0.7525034791763311,0.8139607748795058,0.75270607826811,0.753835890593729,8.54844710741917
9,0.7633333333333333,0.7633271203531121,0.7595993322203672,0.7647058823529411,0.7633271203531121,0.8221526072866542,0.7621440536013399,0.7606151788699431,8.174270366495717
10,0.7583333333333333,0.7582937730382584,0.7345575959933222,0.7705779334500875,0.7582937730382584,0.8188177647217048,0.7521367521367521,0.7414897202561509,8.346958251489545
11,0.7558333333333334,0.7557923772010477,0.7312186978297162,0.7684210526315789,0.7557923772010477,0.8169032085639809,0.7493584260051325,0.7383681726230614,8.433305858808014
12,0.7608333333333334,0.7608201689449137,0.7529215358931552,0.7644067796610171,0.7608201689449138,0.8203308244437528,0.7586206896551725,0.7551908908238446,8.260616641151804
