Unnamed: 0,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.7216666666666667,0.7216666666666667,0.7133333333333334,0.7254237288135593,0.7216666666666667,0.7910451977401131,0.7193277310924371,0.7157190635451506,9.613400708903217
1,0.7141666666666666,0.7141666666666666,0.7166666666666667,0.7131011608623549,0.7141666666666667,0.7857172470978442,0.7148794679966749,0.715950715950716,9.872448861508156
2,0.7108333333333333,0.7108333333333334,0.7133333333333334,0.7097844112769486,0.7108333333333333,0.7832255389718077,0.7115544472152951,0.7126207126207126,9.987579448820243
3,0.7333333333333333,0.7333333333333334,0.7466666666666667,0.7272727272727273,0.7333333333333333,0.8003030303030303,0.7368421052631579,0.7427055702917772,9.21045231561641
4,0.7391666666666666,0.7391666666666666,0.7483333333333333,0.7348608837970542,0.7391666666666666,0.8045137752318603,0.7415359207266722,0.7455994686150781,9.00897212199228
5,0.715,0.715,0.7383333333333333,0.7054140127388535,0.715,0.7872903397027601,0.721498371335505,0.7315059445178336,9.843674543820033
6,0.7375,0.7375,0.7583333333333333,0.728,0.7375,0.8035833333333333,0.7428571428571428,0.7520661157024793,9.066542079966666
7,0.7383333333333333,0.7383333333333333,0.7433333333333333,0.735973597359736,0.7383333333333334,0.8038201320132012,0.7396351575456053,0.7418496340652029,9.037753102992324
8,0.73,0.73,0.725,0.7323232323232324,0.73,0.797411616161616,0.728643216080402,0.7264529058116231,9.325575573285386
9,0.7166666666666667,0.7166666666666667,0.7216666666666667,0.7145214521452146,0.7166666666666667,0.7876773927392741,0.7180762852404643,0.7202262142381903,9.786101920520881
10,0.7241666666666666,0.7241666666666666,0.75,0.7131537242472267,0.7241666666666666,0.7940768621236134,0.7311129163281884,0.7423292642692182,9.527066428208583
11,0.7041666666666667,0.7041666666666666,0.7216666666666667,0.6972624798711755,0.7041666666666667,0.7790479066022544,0.7092547092547092,0.716650115855677,10.217846620425142
12,0.7116666666666667,0.7116666666666667,0.7183333333333334,0.7088815789473685,0.7116666666666667,0.7840241228070176,0.7135761589403975,0.7164228723404256,9.9587984678202
13,0.7283333333333334,0.7283333333333333,0.75,0.7188498402555911,0.7283333333333333,0.7969249201277955,0.7340946166394781,0.7435558493060145,9.383151528240498
14,0.7141666666666666,0.7141666666666666,0.7133333333333334,0.7145242070116862,0.7141666666666667,0.7855954368391764,0.7139282735613012,0.713571190396799,9.872447528845774
15,0.7275,0.7275,0.7483333333333333,0.7184,0.7275,0.7962833333333333,0.7330612244897958,0.7421487603305784,9.411933841902924
16,0.7383333333333333,0.7383333333333333,0.7516666666666667,0.7321428571428571,0.7383333333333333,0.8039880952380952,0.7417763157894738,0.7476790450928383,9.037756434648278
17,0.7458333333333333,0.7458333333333333,0.7583333333333333,0.7398373983739838,0.7458333333333335,0.8095020325203252,0.7489711934156379,0.7545605306799336,8.778712280030492
18,0.7166666666666667,0.7166666666666667,0.72,0.7152317880794702,0.7166666666666667,0.7876158940397352,0.717607973421927,0.7190412782956058,9.786101254189688
19,0.745,0.745,0.7716666666666666,0.7325949367088608,0.7449999999999999,0.8092141350210971,0.7516233766233766,0.7635224274406334,8.807500590673643
20,0.705,0.7050000000000001,0.725,0.6971153846153846,0.7050000000000001,0.7798076923076923,0.7107843137254902,0.7192460317460317,10.189064973093906
21,0.7458333333333333,0.7458333333333333,0.7666666666666667,0.736,0.7458333333333333,0.8096666666666668,0.7510204081632653,0.7603305785123967,8.77871561168645
22,0.7216666666666667,0.7216666666666667,0.73,0.7180327868852459,0.7216666666666667,0.7915163934426229,0.7239669421487602,0.7275747508305648,9.613407372215132
23,0.7275,0.7275,0.7416666666666667,0.7212317666126418,0.7275,0.7960325499729876,0.7313064913722267,0.7374875704342062,9.411931176578156
