CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
003370-35-2," Octadecanamide, N-(hydroxymethyl)-",not P,0,OCNC(=O)CCCCCCCCCCCCCCCCC,4.41E-11,8.74E+00,5.31E-11,7.07E-09,1.0756,0.9854,2.9104,4.41E+02,8.83E+02,3.9993,0.9076,0.9362,5.7,12.866,-7.166,112.5,3.20E+04,0.277591983,2.50,99.3657,-3.6,-31.4,99.4,53.03786642,1635.987417,7.233789444,313.53,0.1113,0.0503
003806-34-6," 2,4,8,10-Tetraoxa-3,9-diphosphaspiro 5.5 undecane, 3,9-bis(octadecylo",not P,0,O1P(OCCCCCCCCCCCCCCCCCC)OCC2(C1)COP(OCCCCCCCCCCCCCCCCCC)OC2,1.86E-10,2.07E+00,8.02E-17,1.07E-14,.4315,0.0043,1.9638,2.80E+03,5.60E+03,3.1748,0.3588,0.066,15.05,18.527,-3.477,3.162,1.17E+00,2111.322512,0.00,1.1697,-63.8,-120.6,1.2,336.1298251,2860.927059,12.66839767,733.06,0.7430,0.0019
004435-53-4," 1-Butanol, 3-methoxy-, acetate",not P,0,CC(=O)OCCC(C)OC,1.88E-11,2.04E+01,2.78E+00,3.69E+02,.5048,0.8296,3.0077,3.65E+02,7.30E+02,3.856,0.6718,0.8118,1.01,4.717,-3.707,2.146,6.35E+00,0.016082301,43.10,3.0252,-1.6,4.4,3.0,32.645741,4333.839566,17.63745917,146.19,0.0520,0.0038
004542-57-8," Dodecane, 1,1'-oxybis-",not P,0,CCCCCCCCCCCCOCCCCCCCCCCCC,4.73E-11,8.14E+00,3.97E-06,5.28E-04,.4482,0.1456,3.0034,3.68E+02,7.36E+02,3.8644,0.7465,0.8412,10.87,9.616,1.254,42.72,3.61E+01,91.61342593,0.01,36.0677,9.2,-4.0,331.1,47.29581795,13746.96483,12.45048757,354.67,0.0935,0.1155
005131-66-8," 2-Propanol, 1-butoxy-",not P,0,OC(C)COCCCC,2.80E-11,1.37E+01,3.98E-01,5.29E+01,.6044,0.66,3.3567,1.85E+02,3.70E+02,4.0458,0.6293,0.7796,0.98,6.255,-5.275,3.162,6.13E+00,0.059091831,11.73,4.7582,5.7,6.0,26.9,18.25067016,2029.600393,8.370780136,132.2,0.0200,0.0195
005392-40-5," 2,6-Octadienal, 3,7-dimethyl-",not P,0,C(=O)C=C(C)CCCC(C)=C,1.02E-10,3.78E+00,2.18E-01,2.91E+01,.9597,0.9997,2.8851,4.64E+02,9.27E+02,3.8247,0.8383,0.9078,3.52,5.405,-1.885,98.19,5.99E+02,1.825512722,0.38,313.0387,2.1,5.6,647.0,48.86506779,6989.302572,3.849011357,152.24,0.0983,0.1775
007098-22-8, Tetratetracontane,not P,0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,5.92E-11,6.51E+00,1.48E-09,1.97E-07,.6696,0.1094,2.4275,1.13E+03,2.26E+03,3.4925,0.9463,0.9386,21.95,15.43,6.52,3.162,1.00E+00,156856.1169,0.00,1.0000,-24.9,-65.2,1.0,136.0542651,2861.025365,12.66871354,619.21,0.3832,0.0017
007545-23-5," Tetradecanamide, N,N-bis(2-hydroxyethyl)-",not P,0,OCCN(CCO)C(=O)CCCCCCCCCCCCC,5.21E-11,7.39E+00,5.12E-11,6.81E-09,1.2334,0.995,3.066,3.26E+02,6.52E+02,4.1259,1.0135,0.9609,3.87,13.678,-9.808,165.4,1.31E+03,0.061722812,11.23,21.7929,-9.3,-40.9,21.8,39.04254933,54.54404202,0.24152292,315.5,0.0693,0.0167
007545-24-6," Hexadecanamide, N,N-bis(2-hydroxyethyl)-",not P,0,OCCN(CCO)C(=O)CCCCCCCCCCCCCCC,5.49E-11,7.01E+00,6.39E-12,8.49E-10,1.2200,0.9926,3.004,3.68E+02,7.35E+02,4.0855,1.0289,0.9628,4.85,14.412,-9.562,31.07,9.64E+03,0.117125242,5.92,41.8737,-15.2,-50.5,41.9,44.17467738,447.1168307,1.979838355,343.55,0.0841,0.0269
007705-14-8," Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (.+-.)-",not P,0,C1(C)=CCC(C(C)=C)CC1,1.45E-10,2.65E+00,1.45E+00,1.93E+02,.6827,0.7454,2.8981,4.52E+02,9.04E+02,3.6512,0.3978,0.3312,4.83,4.265,0.115,360.5,9.30E+03,3.531060522,0.20,1115.7697,-4.5,3.2,1115.8,33.75047563,5476.38079,0.042548367,136.24,0.0549,0.2451
007779-27-3," 1,3,5-Triazine, 1,3,5-triethylhexahydro-",not P,0,N1(CC)CN(CC)CN(CC)C1,4.67E-10,8.25E-01,8.60E-02,1.14E+01,.0502,0.0023,2.0562,2.34E+03,4.67E+03,2.7366,0.1567,0.0531,-0.68,1.364,-2.044,3.162,1.70E+00,0.005545177,125.00,0.9171,-29.9,-12.7,0.9,77.31428551,1674.65745,0.308224344,171.29,0.1921,0.0016
013360-63-9," 1-Butanamine, N-ethyl-",not P,0,CCCCNCC,8.53E-11,4.51E+00,2.72E+01,3.61E+03,.9616,0.9893,3.2983,2.07E+02,4.14E+02,4.0141,0.6429,0.7459,1.79,4.465,-2.675,7.067,1.89E+01,0.605368717,1.15,17.4171,-3.2,3.8,17.4,21.84163116,5474.551853,10.59792356,101.19,0.0270,0.0141
013562-76-0," BUTANOIC ACID, 3-OXO-, 1-METHYLPROPYL ESTER",not P,0,CCC(C)OC(=O)CC(=O)C,5.62E-12,6.85E+01,4.02E-01,5.35E+01,.8532,0.9877,2.9673,3.95E+02,7.90E+02,3.8262,0.7524,0.8865,0.71,5.658,-4.948,3.162,4.56E+00,0.008431422,82.21,1.8200,3.2,5.9,5.9,33.97249588,2857.133055,12.47072938,158.2,0.0555,0.0063
013952-84-6, 2-Butanamine,not P,0,NC(CC)C,4.47E-11,8.62E+00,1.75E+02,2.33E+04,.8666,0.9561,3.062,3.28E+02,6.57E+02,3.7855,0.5274,0.6221,0.76,2.944,-2.204,3.162,4.81E+00,0.170894275,4.06,4.4569,-14.5,-2.3,4.5,40.50700362,11490.90059,20.06023652,73.14,0.0734,0.0051
020306-75-6," Butanamide, N-methyl-3-oxo-",not P,0,CC(=O)CC(=O)NC,6.69E-12,5.76E+01,5.27E-03,7.01E-01,.9097,0.9737,2.8681,4.79E+02,9.59E+02,3.8648,0.6642,0.8005,-0.79,8.381,-9.171,3.162,1.62E+00,0.005545177,125.00,0.8939,9.9,1.9,8.8,39.14313861,49.74511984,0.002665421,115.13,0.0695,0.0085
025395-31-7," 1,2,3-PROPANETRIOL, DIACETATE",not P,0,OCC(O)CO,1.87E-11,2.06E+01,8.00E-05,1.06E-02,1.1799,0.9937,3.4756,1.47E+02,2.93E+02,4.1032,0.9697,0.9744,-1.65,4.39,-6.15,3.162,1.25E+00,0.005545177,125.00,0.7679,-3.6,3.6,0.8,14.47493078,538.5991529,2.357538477,92.1,0.0136,0.0014
026266-57-9," Sorbitan, monohexadecanoate",not P,0,O1C(C(O)COC(=O)CCCCCCCCCCCCCCC)C(O)C(O)C1,6.03E-11,6.39E+00,1.24E-13,1.65E-11,.9673,0.9585,3.2193,2.42E+02,4.83E+02,4.1436,1.0911,0.9217,5.12,15.548,-10.428,46.72,1.51E+04,0.041680528,16.63,14.9516,-26.1,-67.1,15.0,29.03230518,733.4799552,3.247897734,402.58,0.0430,0.0126
028623-46-3, Nonadecanenitrile,not P,0,N#CCCCCCCCCCCCCCCCCCC,2.15E-11,1.79E+01,8.74E-06,1.16E-03,1.0299,0.996,2.7974,5.50E+02,1.10E+03,3.6483,0.7927,0.882,8.2,9.012,-0.812,866.8,9.40E+03,12.94150823,0.05,3109.5823,9.8,-0.8,30474.7,97.34842443,28710.09998,27.47645759,279.51,0.2602,0.7950
031906-04-4," 3-Cyclohexene-1-carboxaldehyde, 4-(4-hydroxy-4-methylpentyl)-",not P,0,C1(CCCC(O)(C)C)=CCC(C=O)CC1,1.27E-10,3.03E+00,8.59E-05,1.14E-02,.7481,0.9958,2.5446,9.01E+02,1.80E+03,3.5875,0.7923,0.8224,3.32,9.3,-5.98,71.55,3.84E+02,0.71392232,0.97,153.7559,9.6,-2.2,1471.9,105.2896125,684.1065439,2.705714029,210.32,0.2867,0.2855
036653-82-4, 1-Hexadecanol,not P,0,OCCCCCCCCCCCCCCCC,2.38E-11,1.61E+01,8.95E-06,1.19E-03,.8993,0.926,3.1217,2.92E+02,5.84E+02,3.8965,0.8936,0.9522,6.73,9.451,-2.721,544.4,4.69E+04,3.099942668,0.22,1087.2872,9.4,-3.0,10224.8,38.98032309,8384.131834,29.51439197,242.45,0.0691,0.6310
039001-02-0,"1,2,3,4,6,7,8,9-octachlorodibenzofuran",vPvB,1,Clc1c2c(oc3c(Cl)c(Cl)c(c(Cl)c32)Cl)c(Cl)c(Cl)c1Cl,1.07E-14,3.61E+04,9.05E-10,1.20E-07,-.9231,0,.5657,4.28E+04,8.56E+04,1.8848,-0.5587,0,8.87,12.712,-4.112,2188,2.49E+03,30.0714612,0.02,2020.7710,-2.6,-29.7,2020.8,5140.02065,2874.416313,12.74204291,443.76,0.9967,0.3364
003268-87-9,"1,2,3,4,6,7,8,9-octachlorodibenzodioxin",vPvB,1,Clc1c(c(Cl)c(Cl)c2c1Oc1c(c(c(c(Cl)c1Cl)Cl)Cl)O2)Cl,5.42E-14,7.11E+03,5.41E-12,7.20E-10,-.6669,0,.4141,5.75E+04,1.15E+05,2.0159,-0.2158,0.0001,9.5,11.76,-3.56,3436,6.21E+02,34.07803248,0.02,590.9579,2.5,-20.1,1502.2,6909.125704,2875.723647,12.74385433,459.76,0.9980,0.2887
035822-46-9,"1,2,3,4,6,7,8-heptachlorodibenzodioxin",vPvB,1,Clc1c2c(c(Cl)c(Cl)c1Cl)Oc1c(O2)c(Cl)c(c(Cl)c1)Cl,1.39E-13,2.78E+03,2.75E-09,3.65E-07,-.4681,0,.6968,3.31E+04,6.63E+04,2.231,-0.1113,0.0002,8.85,10.145,-2.145,4305,2.59E+03,28.03993449,0.02,2062.8725,8.2,-7.2,16885.6,3980.006005,5716.250396,25.60906344,425.31,0.9948,0.7136
067562-39-4,"1,2,3,4,6,7,8-heptachlorodibenzofuran",vPvB,1,Clc1c2oc3c(c(Cl)c(c(c3Cl)Cl)Cl)c2cc(Cl)c1Cl,2.36E-14,1.63E+04,5.31E-09,7.07E-07,-.7243,0,.8484,2.47E+04,4.93E+04,2.0998,-0.4541,0,8.23,11.159,-3.239,4712,8.91E+03,17.61939961,0.04,3698.8562,5.1,-14.8,18867.8,2960.75174,3466.602432,15.72160268,409.31,0.9915,0.7303
055673-89-7,"1,2,3,4,7,8,9-heptachlorodibenzofuran",vPvB,1,Clc1c2c(cc(c1Cl)Cl)oc1c2c(c(c(Cl)c1Cl)Cl)Cl,2.36E-14,1.63E+04,5.31E-09,7.07E-07,-.7243,0,.8484,2.47E+04,4.93E+04,2.0998,-0.4541,0,8.23,11.159,-3.239,4712,8.91E+03,17.61939961,0.04,3698.8562,5.1,-14.8,18867.8,2960.75174,3466.602432,15.72160268,409.31,0.9915,0.7303
025973-55-1,"2-(2H-benzotriazol-2-yl)-4,6-ditertpentylphenol",vPvB,1,CCC(C)(C)c1cc(c(O)c(c1)n1nc2c(n1)cccc2)C(C)(C)CC,1.58E-11,2.44E+01,1.93E-10,2.57E-08,.3282,0.0108,2.0546,2.34E+03,4.69E+03,3.0734,0.0165,0.0096,7.25,17.824,-10.574,6006,3.46E+04,14.28874831,0.05,4468.8241,-53.7,-106.7,4468.8,281.4802763,2800.705528,12.40173248,351.5,0.6814,0.4790
207122-16-5,heptabromodiphenyl ether,vPvB,1,Brc1cc(c(c(Br)c1Br)Oc1c(Br)cc(c(c1)Br)Br)Br,1.66E-13,2.32E+03,3.30E-10,4.39E-08,-.2369,0,.5925,4.06E+04,8.12E+04,1.8079,-0.0499,0.0022,9.44,14.554,-5.114,848.3,7.10E+02,144.6165618,0.00,700.2627,-16.5,-52.4,700.3,4878.291102,2860.894947,12.66864867,722.48,0.9963,0.1863
068631-49-2,hexabromodiphenyl ether,vPvB,1,Brc1cc(c(Oc2c(cc(Br)c(Br)c2)Br)cc1Br)Br,2.32E-13,1.66E+03,2.88E-09,3.83E-07,-.0890,0,.9028,2.22E+04,4.43E+04,2.0753,0.0262,0.0053,8.55,13.265,-4.715,2316,4.83E+03,91.0000237,0.01,4208.2000,-6.3,-35.9,4208.2,2662.799092,2864.980374,12.69356045,643.59,0.9899,0.4677
207122-15-4,hexabromodiphenyl ether,vPvB,1,Brc1cc(Br)c(c(Br)c1)Oc1cc(c(Br)cc1Br)Br,3.70E-13,1.04E+03,2.88E-09,3.83E-07,-.0890,0,.9028,2.22E+04,4.43E+04,2.0753,0.0262,0.0053,8.55,13.265,-4.715,2316,4.83E+03,91.0000237,0.01,4208.2000,-6.3,-35.9,4208.2,2662.799092,2864.971256,12.69347965,643.59,0.9899,0.4677
005436-43-1,"2,2',4,4'-tetrabromodiphenyl ether",vPvB,1,Brc1c(Oc2ccc(Br)cc2Br)ccc(Br)c1,1.00E-12,3.84E+02,2.42E-07,3.21E-05,.2068,0.0002,1.5235,6.61E+03,1.32E+04,2.6099,0.1785,0.0309,6.77,10.686,-3.916,13600,4.63E+04,36.02636074,0.02,10112.9259,6.7,-11.1,68085.1,792.1243059,4168.127533,20.49100348,485.8,0.9255,0.8764
003846-71-7,"2-benzotriazol-2-yl-4,6-di-tert-butylphenol",vPvB,1,CC(C)(C)c1c(O)c(n2nc3c(n2)cccc3)cc(C(C)(C)C)c1,1.35E-11,2.86E+01,1.10E-09,1.47E-07,.3415,0.016,2.1165,2.08E+03,4.15E+03,3.1139,0.0011,0.0091,6.27,17.09,-10.82,3817,4.64E+04,7.528480293,0.09,2554.4373,-44.0,-93.0,2554.4,249.3688152,2373.533362,10.51018205,323.44,0.6351,0.3767
000309-00-2,aldrin,vPvB,1,ClC1=C(C2(C(C1(C1C3C=CC(C3)C12)Cl)(Cl)Cl)Cl)Cl,6.66E-11,5.78E+00,1.87E-06,2.49E-04,-.6463,0,.7173,3.18E+04,6.37E+04,2.2573,-0.0822,0,6.75,9.245,-2.745,9030,4.66E+04,100.3107352,0.01,20319.7085,9.6,-2.0,195599.0,3675.417213,8010.988691,27.99654854,364.92,0.9941,0.9399
000056-55-3,benz[a]anthracene,vPvB,1,c12c(cc3c(cccc3)c1)ccc1ccccc21,5.00E-11,7.70E+00,2.73E-07,3.63E-05,-.0184,0,1.8953,3.20E+03,6.40E+03,2.8161,0.1316,0.0677,5.52,9.069,-3.309,2934,2.63E+04,3.032139897,0.23,1045.4611,9.8,-1.1,10209.1,380.2406954,5448.840862,22.54240242,228.3,0.7810,0.6307
000050-32-8,benzo[a]pyrene,vPvB,1,c1c2c(cc3c4c2ccc2c4c(cc3)ccc2)ccc1,5.00E-11,7.70E+00,9.84E-10,1.31E-07,-.0299,0,1.8422,3.55E+03,7.09E+03,2.7815,0.0601,0.035,6.11,10.859,-4.729,5147,4.35E+04,0.9037121,0.77,322.0932,6.2,-12.4,1988.9,425.4221547,2813.898029,11.27829575,252.32,0.8119,0.3337
000191-24-2,benzo[ghi]perylene,vPvB,1,c1c2ccc3ccc4ccc5cccc6c5c4c3c2c6cc1,5.00E-11,7.70E+00,8.77E-10,1.17E-07,-.0413,0,1.7892,3.93E+03,7.87E+03,2.7468,-0.0114,0.0178,6.7,11.971,-5.271,12180,4.72E+04,0.30957891,2.24,110.9002,1.5,-22.1,168.0,471.9923163,2720.682636,11.85857626,276.34,0.8374,0.0728
000207-08-9,benzo[k]fluoranthene,vPvB,1,c1c2c3c(cccc3cc1)c1c2cc2c(cccc2)c1,5.36E-11,7.18E+00,7.87E-10,1.05E-07,-.0299,0,1.8422,3.55E+03,7.09E+03,2.7815,0.0601,0.035,6.11,10.732,-4.622,4993,4.35E+04,3.371338427,0.21,1177.7502,6.6,-11.4,7759.7,425.4105945,2872.351468,11.30176922,252.32,0.8119,0.5817
001163-19-5,bis(pentabromophenyl) ether,vPvB,1,Brc1c(c(c(c(Br)c1Oc1c(Br)c(c(c(c1Br)Br)Br)Br)Br)Br)Br,3.37E-14,1.14E+04,4.68E-12,6.23E-10,-.6806,0,-.3386,2.50E+05,5.00E+05,1.0059,-0.2784,0.0001,12.11,18.423,-6.313,41.71,5.76E+00,580.5252769,0.00,5.7633,-62.3,-118.5,5.8,30004.4637,2860.926278,12.66839455,959.17,0.9998,0.0062
000057-74-9,chlordane,vPvB,1,ClC1C2C(CC1Cl)C1(C(Cl)(Cl)C2(Cl)C(=C1Cl)Cl)Cl,5.92E-12,6.50E+01,2.00E-05,2.67E-03,-.8905,0,.2718,7.59E+04,1.52E+05,1.9913,-0.2259,0,6.26,8.922,-2.702,5901,4.63E+04,128.5033705,0.01,23098.0911,9.8,-0.4,227415.3,8244.851957,38041.69588,564.3990954,409.78,0.9985,0.9460
000143-50-0,chlordecone,vPvB,1,ClC12C(C3(Cl)C4(C1(Cl)C1(C2(C3(Cl)C4(Cl)C1=O)Cl)Cl)Cl)(Cl)Cl,1.07E-17,3.60E+07,2.53E-06,3.36E-04,-2.2485,0,-1.5484,2.65E+06,5.29E+06,0.7306,-0.0103,0,4.91,13.053,-8.143,801.3,1.07E+04,9.218608599,0.08,2528.5226,-4.8,-33.5,2528.5,251738.8459,25064.77834,2.24438681,490.64,1.0000,0.3749
000218-01-9,chrysene,vPvB,1,c1cccc2c3c(ccc21)c1ccccc1cc3,5.00E-11,7.70E+00,1.56E-09,2.08E-07,-.0184,0,1.8953,3.20E+03,6.40E+03,2.8161,0.1316,0.0677,5.52,9.48,-3.67,3165,2.63E+04,3.140675943,0.22,1081.3443,9.4,-3.2,10129.6,381.9704539,4229.056375,16.88656525,228.3,0.7823,0.6294
003424-82-6,"2,2,o,p'-tetrachlorovinylidenebisbenzene",vPvB,1,Clc1ccccc1C(=C(Cl)Cl)c1ccc(Cl)cc1,7.43E-12,5.18E+01,8.89E-06,1.18E-03,.0085,0.0001,1.7368,4.36E+03,8.71E+03,2.857,-0.1537,0.0006,6,9.121,-3.121,4197,4.08E+04,174.9488088,0.00,24737.4037,9.7,-1.3,240668.7,520.1045104,10165.52971,67.31589599,318.03,0.8586,0.9481
000789-02-6,"2,2,2,o,p'-pentachloroethylidenebisbenzene",vPvB,1,Clc1c(cccc1)C(C(Cl)(Cl)Cl)c1ccc(Cl)cc1,3.44E-12,1.12E+02,5.21E-06,6.93E-04,-.2495,0,1.1961,1.25E+04,2.50E+04,2.4818,-0.2033,0.0002,6.79,10.309,-3.519,14130,4.60E+04,148.7121177,0.00,24722.5393,7.8,-8.4,192627.2,1498.866793,5963.427868,34.43627631,354.49,0.9735,0.9393
000050-29-3,"1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane",vPvB,1,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,3.44E-12,1.12E+02,7.49E-06,9.96E-04,-.2495,0,1.1961,1.25E+04,2.50E+04,2.4818,-0.2033,0.0002,6.79,10.378,-3.468,16840,4.60E+04,161.3846753,0.00,25655.2411,7.6,-8.8,195332.0,1498.793856,6302.441781,37.20810147,354.49,0.9735,0.9399
013654-09-6,decabromobiphenyl,vPvB,1,Brc1c(c(c(Br)c(Br)c1Br)c1c(Br)c(Br)c(Br)c(Br)c1Br)Br,1.26E-14,3.07E+04,1.11E-14,1.48E-12,-.8049,0,-.2451,2.08E+05,4.16E+05,0.9519,-0.426,0.0001,12.66,18.428,-5.768,86.71,3.33E+00,2322.101107,0.00,3.3323,-62.3,-118.6,3.3,25001.3297,2860.926887,12.66839724,943.17,0.9998,0.0041
000206-44-0,fluoranthene,vPvB,1,c12c(cccc1)c1c3c2cccc3ccc1,2.92E-11,1.32E+01,3.14E-06,4.17E-04,-.0060,0,1.9529,2.86E+03,5.72E+03,2.8537,0.1926,0.1079,4.93,8.601,-3.441,1179,1.11E+04,2.565311549,0.27,850.4584,9.9,1.0,8426.5,337.3309367,5594.586497,25.85864737,202.26,0.7442,0.5966
000076-44-8,heptachlor,vPvB,1,ClC12C(C(Cl)(C3C1C=CC3Cl)C(Cl)=C2Cl)(Cl)Cl,4.85E-11,7.95E+00,2.39E-04,3.17E-02,-.7617,0,.5256,4.63E+04,9.26E+04,2.1445,-0.1383,0,5.86,7.39,-1.92,1888,3.69E+04,50.11910199,0.01,12094.8209,8.7,4.7,105794.5,2968.671383,15686.94152,22.13120051,373.32,0.9915,0.9080
001024-57-3,heptachlor epoxide,vPvB,1,ClC=1C2(C3C(C(Cl)(C1Cl)C2(Cl)Cl)C1OC1C3Cl)Cl,5.50E-12,7.00E+01,2.42E-05,3.21E-03,-1.1167,0,.4815,5.04E+04,1.01E+05,2.1117,-0.1719,0,4.56,9.559,-4.999,476.4,5.59E+03,25.10493229,0.03,3451.9842,9.3,-3.6,31972.3,5443.74002,4545.318937,16.28400822,389.32,0.9970,0.8008
036355-01-8,"hexabromo-1,1'-biphenyl",vPvB,1,Brc1c(Br)c(ccc1Br)c1c(Br)c(Br)c(Br)cc1,1.29E-13,2.99E+03,2.50E-09,3.32E-07,-.2133,0,.9963,1.85E+04,3.69E+04,2.0212,-0.1214,0.0022,9.1,13.271,-4.171,4814,1.51E+03,364.0478889,0.00,1492.0451,-6.3,-36.0,1492.0,2218.912288,2867.570298,12.70454756,627.59,0.9862,0.2876
036483-60-0,hexabromodiphenyl ether,vPvB,1,Brc1cc(c(Br)c(Br)c1)Oc1c(Br)cc(cc1Br)Br,4.90E-13,7.86E+02,2.88E-09,3.83E-07,-.0890,0,.9028,2.22E+04,4.43E+04,2.0753,0.0262,0.0053,8.55,13.265,-4.715,2316,4.83E+03,91.0000237,0.01,4208.2000,-6.3,-35.9,4208.2,2662.799092,2864.963368,12.69340975,643.59,0.9899,0.4677
000118-74-1,hexachlorobenzene,vPvB,1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.69E-14,2.28E+04,3.06E-06,4.07E-04,-.4826,0,1.3302,9.63E+03,1.93E+04,2.4448,-0.0981,0.0009,5.86,6.888,-1.158,2803,3.69E+04,21.53299722,0.03,6391.9188,7.6,5.6,48695.3,3694.173917,540129.6185,5040.541222,284.78,0.9942,0.8465
000087-68-3,"hexachlorobuta-1,3-diene",vPvB,1,ClC(Cl)=C(Cl)C(=C(Cl)Cl)Cl,3.00E-14,1.28E+04,2.53E-01,3.36E+01,-.0449,0,1.5838,5.87E+03,1.17E+04,2.8679,-0.0571,0.0001,4.72,5.156,-0.376,662,7.60E+03,26.78312135,0.03,4245.9858,0.8,5.3,4246.0,13408.36391,1036340.37,3422.81651,260.76,0.9993,0.4694
000465-73-6,isodrin,vPvB,1,ClC1=C(C2(C(C1(C1C3C=CC(C3)C21)Cl)(Cl)Cl)Cl)Cl,6.66E-11,5.78E+00,1.87E-06,2.49E-04,-.6463,0,.7173,3.18E+04,6.37E+04,2.2573,-0.0822,0,6.75,9.245,-2.745,9030,4.66E+04,100.3107352,0.01,20319.7085,9.6,-2.0,195599.0,3675.417213,8010.988691,27.99654854,364.92,0.9941,0.9399
002385-85-5,mirex,vPvB,1,ClC12C(C3(Cl)C4(C1(C1(C(C4(Cl)C3(C12Cl)Cl)(Cl)Cl)Cl)Cl)Cl)(Cl)Cl,1.07E-17,3.60E+07,3.63E-06,4.83E-04,-2.6882,0,-2.2058,9.54E+06,1.91E+07,0.3189,-0.2216,0,7.35,11.631,-4.281,8938,3.15E+04,151.0124576,0.00,19931.0962,3.1,-18.9,62524.6,1144970.322,3128.761343,14.29723459,545.55,1.0000,0.8693
032536-52-0,commercial octabromodiphenyl ether,vPvB,1,Brc1c(c(Br)cc(Oc2cc(c(Br)c(Br)c2Br)Br)c1Br)Br,9.92E-14,3.88E+03,3.69E-11,4.91E-09,-.3848,0,.2821,7.44E+04,1.49E+05,1.5406,-0.1261,0.0009,10.33,15.845,-5.515,310.8,1.03E+02,229.8233357,0.00,102.7932,-29.3,-71.7,102.8,8938.563391,2860.894621,12.66827526,801.38,0.9987,0.0515
002234-13-1,octachloronaphthalene,vPvB,1,Clc1c(c(Cl)c(Cl)c2c(Cl)c(c(Cl)c(Cl)c21)Cl)Cl,3.84E-14,1.00E+04,8.61E-08,1.15E-05,-.9040,0,.6542,3.60E+04,7.20E+04,1.9425,-0.4396,0,8.33,10.025,-1.525,9441,7.41E+03,218.3140726,0.00,6766.5917,8.4,-6.5,57164.4,4396.591689,33712.76006,153.5740847,403.73,0.9956,0.8614
000608-93-5,pentachlorobenzene,vPvB,1,Clc1cc(Cl)c(c(Cl)c1Cl)Cl,5.79E-14,6.66E+03,1.71E-03,2.28E-01,-.2837,0,1.613,5.55E+03,1.11E+04,2.6599,0.0065,0.0034,5.22,6.712,-1.542,1197,1.76E+04,13.73384546,0.05,3853.6975,7.1,5.8,27487.0,1388.171115,276680.7173,2920.451053,250.34,0.9699,0.7821
000129-00-0,pyrene,vPvB,1,c1cc2c3c(ccc4c3c1ccc4)ccc2,5.00E-11,7.70E+00,3.45E-07,4.59E-05,-.0060,0,1.9529,2.86E+03,5.72E+03,2.8537,0.1926,0.1079,4.93,8.193,-3.313,770.6,1.11E+04,0.556297898,1.25,196.2152,9.8,2.5,1915.8,335.5622423,5386.376548,21.88923278,202.26,0.7425,0.3275
040088-47-9,tetrabromodiphenyl ether,vPvB,1,Brc1ccc(c(Br)c1Br)Oc1ccc(cc1)Br,8.35E-13,4.61E+02,2.42E-07,3.21E-05,.2068,0.0002,1.5235,6.61E+03,1.32E+04,2.6099,0.1785,0.0309,6.77,10.686,-3.916,13600,4.63E+04,36.02636074,0.02,10112.9259,6.7,-11.1,68085.1,792.1248888,4170.713247,20.51643472,485.8,0.9255,0.8764
008001-35-2,toxaphene,vPvB,1,C=C1C2(Cl)C(Cl)(Cl)C(C(Cl)C2Cl)(Cl)C1(CCl)CCl,4.03E-11,9.56E+00,3.45E-06,4.59E-04,-1.0753,0,.0552,1.16E+05,2.32E+05,1.835,-0.0977,0,6.75,9.556,-2.806,13210,4.66E+04,123.8868955,0.01,22763.5672,9.3,-3.6,210931.7,12552.29122,10733.78677,54.82056459,411.8,0.9993,0.9430
vPvB-1,,vPvB,1,Brc1c(Br)c(Br)cc(c1Br)c1cc(c(Br)c(c1)Br)Br,1.09E-13,3.52E+03,2.86E-10,3.80E-08,-.3612,0,.6859,3.39E+04,6.77E+04,1.7539,-0.1976,0.0009,9.99,14.56,-4.57,1763,2.11E+02,578.5869621,0.00,210.6885,-16.6,-52.5,210.7,4065.697653,2861.184952,12.66991669,706.49,0.9950,0.0851
vPvB-2,,vPvB,1,Brc1cc(c2ccc(c(Br)c2Br)Br)cc(Br)c1Br,1.84E-13,2.09E+03,2.50E-09,3.32E-07,-.2133,0,.9963,1.85E+04,3.69E+04,2.0212,-0.1214,0.0022,9.1,13.271,-4.171,4814,1.51E+03,364.0478889,0.00,1492.0451,-6.3,-36.0,1492.0,2218.912288,2867.566685,12.70451555,627.59,0.9862,0.2876
