,0
0,6919
1,8082
2,8218
3,6217
4,5513
5,7589
6,3671
7,5735
8,9538
9,9613
10,5872
11,2130
12,10084
13,4094
14,66
15,9723
16,4777
17,2143
18,10558
19,3405
20,4933
21,2596
22,6895
23,4126
24,7661
25,6566
26,8465
27,1356
28,2373
29,896
30,5841
31,8772
32,4690
33,3298
34,2788
35,4415
36,10475
37,3284
38,9504
39,2640
40,6096
41,5552
42,7412
43,10442
44,8668
45,4235
46,8649
47,9992
48,10484
49,1179
50,2766
51,7376
52,135
53,9691
54,1353
55,7548
56,1767
57,8855
58,2696
59,3209
60,8480
61,9053
62,9626
63,2382
64,6607
65,9390
