,0
0,5375
1,6135
2,6913
3,8982
4,6548
5,5392
6,9401
7,10350
8,8207
9,8324
10,2512
11,10404
12,1684
13,9875
14,3137
15,5404
16,3518
17,9014
18,8733
19,1985
20,6989
21,4255
22,7968
23,2186
24,4283
25,385
26,226
27,665
28,4528
29,8390
30,9253
31,6995
32,2039
33,7974
34,2009
35,9270
36,10736
37,6527
38,2337
39,7418
40,9124
41,9610
42,2143
43,7031
44,7392
45,4938
46,4041
47,6886
48,2742
49,8655
50,10725
51,7351
52,4262
53,4583
54,733
55,7264
56,3146
57,6645
58,2215
59,2520
60,131
61,8025
62,916
63,10751
64,263
65,2157
66,5970
67,10390
68,1154
69,7033
70,3622
71,1718
72,5817
73,1584
74,10478
75,8035
76,5554
77,4061
78,3743
79,9817
80,4334
81,4935
82,10320
83,1768
84,4751
85,3198
86,7679
87,2646
88,8412
89,5415
90,7763
91,2651
92,4323
93,2564
94,97
95,895
96,4400
97,10123
98,660
99,4399
100,1429
101,5818
102,847
103,3577
104,9895
105,5902
106,10241
107,5828
108,9670
109,7088
110,3211
111,5018
112,3251
113,1575
114,2158
115,5707
116,8262
117,3493
118,1972
119,6994
120,5894
121,1552
122,3566
123,7964
124,6850
125,7704
126,6225
127,1054
128,4686
129,1652
130,4352
131,8936
132,6303
133,3913
134,2401
135,6723
136,1226
137,2226
138,7042
139,4233
140,9476
141,5729
142,1444
143,7428
144,8869
145,4956
146,2151
147,10454
148,8322
149,662
150,3683
151,8093
152,3019
153,5977
154,10512
155,7331
156,5262
157,10504
158,7930
159,2419
160,8840
161,10451
162,1434
163,9216
164,375
165,5684
166,5056
167,4006
168,7983
169,8316
170,4187
171,1447
172,5133
173,3267
174,6283
175,1416
176,7613
177,4319
178,5054
179,5332
180,8703
181,1870
182,5168
183,10194
184,10151
185,654
186,953
187,4673
188,8486
189,10614
190,10691
191,1176
192,1991
193,858
194,8855
195,8529
196,4574
197,8953
198,9800
199,6469
200,9108
201,6117
202,9132
203,10161
204,7886
205,4465
206,4886
207,4403
208,7846
209,1672
210,5546
211,2744
212,10468
213,7389
214,9968
215,4180
216,501
217,3490
218,8689
219,279
220,6852
221,9450
222,6184
223,1316
224,3574
225,7653
226,9146
227,8509
228,9865
229,1165
230,7235
231,10319
232,9724
233,9116
234,9324
235,3360
236,3648
237,882
238,2528
239,10062
240,7080
241,3142
242,4948
243,159
244,3700
245,4586
246,9428
247,8773
248,10002
249,3230
250,6491
251,8852
252,1989
253,10254
254,7879
255,1430
256,9346
257,6329
258,2671
259,6371
260,8003
261,8825
262,10453
263,3565
264,3796
265,1171
266,5647
267,439
268,8743
269,8851
270,1800
271,6650
272,5675
273,3894
274,4607
275,3136
276,2313
277,694
278,4264
279,6875
280,4478
281,5138
282,6367
283,8793
284,2508
285,9805
286,1668
287,22
288,5149
289,787
290,6356
291,8332
292,9881
293,2499
294,6196
295,3555
296,997
297,6591
298,7365
299,8163
300,9716
301,833
302,8393
303,1658
304,1399
305,7512
306,7434
307,4440
308,4718
309,4101
310,7015
311,1130
312,6941
313,3748
314,10315
315,4571
316,5510
317,7923
318,9294
319,10129
320,5996
321,10204
322,6926
323,10021
324,9565
325,10443
326,1328
327,3420
328,513
329,2627
330,315
331,1336
332,1728
333,9537
334,10343
335,1218
336,1942
337,6446
338,5716
339,889
340,3074
341,5941
342,10611
343,8341
344,8270
345,5311
346,2348
347,7577
348,3980
349,10180
350,8278
351,1159
352,1950
353,1012
354,8520
355,4498
356,7032
357,6608
358,7880
359,6554
360,9351
361,4708
362,4532
363,887
364,5432
365,678
366,10289
367,3858
368,101
369,4002
370,9052
371,1157
372,4034
373,9042
374,3890
375,2295
376,7851
377,4512
378,5590
379,5701
380,6105
381,9268
382,7308
383,9613
384,5
385,1559
386,1963
387,10648
388,1263
389,4994
390,3727
391,7925
392,2099
393,4995
394,8489
395,600
396,1330
397,3459
398,589
399,1016
400,4494
401,7477
402,3253
403,6631
404,2730
405,9024
406,753
407,3409
408,6136
409,2331
410,5987
411,9075
412,5844
413,5337
414,1685
415,2128
416,714
417,6363
418,8145
419,9266
420,5177
421,2915
422,1086
423,4566
424,9739
425,321
426,3342
427,4908
428,5940
429,2002
430,8667
431,1133
432,3062
433,812
434,6810
435,730
436,10093
437,5649
438,844
439,9649
440,510
441,994
442,4015
443,10747
444,6651
445,8723
446,3200
447,7865
448,677
449,3115
450,5878
451,3523
452,8544
453,1189
454,9091
455,2559
456,7764
457,4471
458,8600
459,3586
460,8879
461,4370
462,3186
463,1746
464,3532
465,9128
466,1333
467,928
468,9639
469,6551
470,9650
471,2294
472,8987
473,6040
474,6316
475,7625
476,2303
477,4285
478,3059
479,4278
480,1597
481,9107
482,9874
483,2247
484,9314
485,2106
486,10207
487,7998
488,8481
489,5758
490,6442
491,7492
492,1065
493,9616
494,4804
495,7916
496,9887
497,5407
498,1756
499,1386
500,3364
501,5589
502,4092
503,3491
504,4655
505,2242
506,5811
507,7471
508,2884
509,6308
510,2925
511,2862
512,5112
513,10739
514,7798
515,5810
516,10278
517,5452
518,1968
519,8823
520,8990
521,8542
522,6020
523,8943
524,6187
525,6579
526,1345
527,6161
528,4742
529,1562
530,7348
531,3935
532,442
533,5893
534,1489
535,9508
536,1381
537,8288
538,4971
539,6902
540,3187
541,2091
542,9744
543,2621
544,8965
545,10052
546,1421
547,8751
548,8245
549,2280
550,4510
551,162
552,6192
553,6762
554,5825
555,4919
556,10143
557,3461
558,2234
559,708
560,7542
561,4874
562,1647
563,5451
564,9384
565,599
566,663
567,7427
568,1530
569,8749
570,155
571,8219
572,308
573,2527
574,5751
575,4281
576,7663
577,2213
578,2244
579,9298
580,1338
581,6003
582,1905
583,438
584,3631
585,10069
586,10030
587,2367
588,982
589,8972
590,5074
591,7593
592,3568
593,9738
594,7338
595,4734
596,6803
597,8570
598,1524
599,6358
600,8750
601,4079
602,2504
603,5604
604,3321
