,0
0,9662
1,6782
2,5069
3,1409
4,7729
5,3780
6,907
7,7130
8,4785
9,10782
10,1786
11,8635
12,5626
13,7559
14,2987
15,4427
16,4538
17,5955
18,8684
19,7257
20,9539
21,6130
22,4241
23,9217
24,969
25,7443
26,4681
27,5544
28,5942
29,5812
30,5879
31,6265
32,9571
33,10305
34,1197
35,9843
36,7886
37,3635
38,1559
39,10323
40,3609
41,2532
42,4820
43,3632
44,4278
45,4289
46,8942
47,5715
48,4885
49,9332
50,4133
51,3722
52,1958
53,7374
54,599
55,10788
56,2461
57,889
58,1005
59,5432
60,4950
61,7568
62,6708
63,2350
64,866
65,7809
66,1378
67,1077
68,3540
69,8791
70,5326
71,6801
72,3634
73,1463
74,7992
75,1518
76,1774
77,8187
78,10159
79,1661
80,5687
81,3047
82,1882
83,7048
84,5055
85,2669
86,2969
87,6206
88,958
89,8106
90,7588
91,1044
92,1048
93,544
94,4508
95,8100
96,10103
97,4825
98,7915
99,4374
100,10318
101,7600
102,3419
103,7431
104,330
105,7665
106,5292
107,1759
108,9264
109,4174
110,3282
111,2902
112,7962
113,9445
114,2960
115,3521
116,3033
117,6543
118,6968
119,3605
120,6336
121,7186
122,6131
123,5949
124,5821
125,1032
126,7739
127,2757
128,6805
129,3760
130,3908
131,7449
132,10783
133,7728
134,7318
135,2595
136,4403
137,1725
138,9682
139,73
140,358
141,5761
142,7957
143,9567
144,372
145,6466
146,5452
147,7691
148,10763
149,8459
150,8700
151,8449
152,2027
153,9515
154,2405
155,8761
156,2070
157,4012
158,7115
159,7843
160,6369
161,7617
162,10673
163,1550
164,8785
165,10276
166,5340
167,10637
168,7079
169,4379
170,8337
171,6053
172,6375
173,5389
174,9866
175,4824
176,1993
177,10769
178,4091
179,7534
180,1583
181,5709
182,8101
183,4954
184,8810
185,4690
186,3936
187,6175
188,4264
189,8562
190,135
191,1464
192,68
193,1659
194,2060
195,1681
196,5829
197,3700
198,2035
199,2062
200,10781
201,5559
202,3146
203,6993
204,9583
205,5869
206,1143
207,3439
208,7406
209,10219
210,4927
211,4921
212,6900
213,2550
214,5479
215,102
216,311
217,9366
218,1877
219,8426
220,5789
221,1491
222,3933
223,1439
224,7952
225,10535
226,3070
227,268
228,1621
229,8846
230,8723
231,7011
232,1628
233,7256
234,6487
235,8383
236,2207
237,5504
238,548
239,1554
240,883
241,2674
242,2240
243,6171
244,9283
245,10224
246,230
247,5250
248,1724
249,4871
250,1312
251,3155
252,1403
253,10427
254,4530
255,3781
256,6341
257,4945
258,633
259,10054
260,6323
261,4987
262,5171
263,4648
264,9782
265,5283
266,2030
267,2557
268,246
269,9196
270,3533
271,2934
272,3714
273,905
274,5527
275,9389
276,10581
277,1486
