,accuracy,balanced_accuracy,recall,precision,auc,pr_auc,f1_score,f2_score,log_loss
0,0.9491666666666667,0.7908312028114338,0.5981308411214953,0.7804878048780488,0.7908312028114338,0.7072259896664387,0.6772486772486772,0.6274509803921567,1.7557331273694134
1,0.9541666666666667,0.7977913827158383,0.6074766355140186,0.8333333333333334,0.7977913827158383,0.737904984423676,0.7027027027027027,0.6422924901185769,1.583035913738901
2,0.9508333333333333,0.7875306752400577,0.5887850467289719,0.8076923076923077,0.7875306752400577,0.7165720105439732,0.681081081081081,0.6225296442687746,1.698166501050987
3,0.9491666666666667,0.795046643466067,0.6074766355140186,0.7738095238095238,0.795046643466067,0.7081430796617711,0.6806282722513088,0.6347656249999999,1.7557337937006052
4,0.95,0.7828577780437961,0.5794392523364486,0.8051948051948052,0.782857778043796,0.7110670287656269,0.6739130434782609,0.6138613861386139,1.7269488147134124
5,0.9558333333333333,0.8029217364537284,0.616822429906542,0.8461538461538461,0.8029217364537283,0.7485714713635275,0.7135135135135134,0.6521739130434783,1.5254706200828578
6,0.9516666666666667,0.7837726911270532,0.5794392523364486,0.8266666666666667,0.7837726911270531,0.7218029595015576,0.6813186813186813,0.6163021868787275,1.6693828547261775
7,0.9541666666666667,0.7977913827158383,0.6074766355140186,0.8333333333333334,0.7977913827158383,0.737904984423676,0.7027027027027027,0.6422924901185769,1.583035913738901
8,0.9508333333333333,0.8001769972039572,0.616822429906542,0.7857142857142857,0.8001769972039572,0.7183516911437472,0.6910994764397905,0.64453125,1.6981685000445623
9,0.9491666666666667,0.795046643466067,0.6074766355140186,0.7738095238095238,0.795046643466067,0.7081430796617711,0.6806282722513088,0.6347656249999999,1.7557337937006052
10,0.9558333333333333,0.8113526177629947,0.6355140186915887,0.8292682926829268,0.8113526177629948,0.7486411556872578,0.7195767195767195,0.6666666666666667,1.5254719527452416
11,0.9491666666666667,0.795046643466067,0.6074766355140186,0.7738095238095238,0.795046643466067,0.7081430796617711,0.6806282722513088,0.6347656249999999,1.7557337937006052
12,0.9533333333333334,0.8099802481381091,0.6355140186915887,0.8,0.8099802481381092,0.7340070093457944,0.7083333333333334,0.6627680311890838,1.6118208927260937
13,0.9483333333333334,0.7945891869244384,0.6074766355140186,0.7647058823529411,0.7945891869244385,0.70359125893348,0.6770833333333333,0.6335282651072124,1.784516773694223
14,0.9516666666666667,0.8006344537455857,0.616822429906542,0.7951807228915663,0.8006344537455856,0.7230849097323875,0.6947368421052631,0.6457925636007827,1.6693855200509449
15,0.9516666666666667,0.8132807757094851,0.6448598130841121,0.7752808988764045,0.8132807757094852,0.7259036893135916,0.7040816326530611,0.6673114119922631,1.6693875190445204
16,0.9541666666666667,0.8104377046797376,0.6355140186915887,0.8095238095238095,0.8104377046797376,0.7387689141076991,0.712041884816754,0.6640625,1.5830379127324763
17,0.95,0.8081504219715949,0.6355140186915887,0.7640449438202247,0.8081504219715949,0.7160294812559068,0.6938775510204082,0.6576402321083172,1.7269528127005633
18,0.9475,0.8152089336559756,0.6542056074766355,0.7291666666666666,0.8152089336559756,0.7071028037383177,0.689655172413793,0.6679389312977099,1.8133030853437988
19,0.9466666666666667,0.7978897144958145,0.616822429906542,0.7415730337078652,0.7978897144958144,0.696281065140537,0.6734693877551021,0.6382978723404255,1.8420834000126494
20,0.9566666666666667,0.8328872775777889,0.6822429906542056,0.8021978021978022,0.8328872775777889,0.7563870630926706,0.7373737373737373,0.7032755298651252,1.4966923044075835
21,0.9533333333333334,0.8226265701020086,0.6635514018691588,0.7802197802197802,0.8226265701020086,0.7368855910444695,0.7171717171717171,0.6840077071290944,1.6118228917196693
22,0.9541666666666667,0.823084026643637,0.6635514018691588,0.7888888888888889,0.823084026643637,0.7412201453790238,0.7208121827411167,0.6853281853281853,1.5830399117260519
23,0.945,0.81383656403109,0.6542056074766355,0.7070707070707071,0.8138365640310898,0.696054823940338,0.6796116504854368,0.6641366223908918,1.8996520253246514
24,0.955,0.8193260425306325,0.6542056074766355,0.8045977011494253,0.8193260425306323,0.744818320979697,0.7216494845360825,0.6796116504854369,1.5542562654012426
25,0.9433333333333334,0.8129216509478328,0.6542056074766355,0.693069306930693,0.8129216509478328,0.6890541238703308,0.6730769230769229,0.6616257088846881,1.957217985311886
26,0.9558333333333333,0.8239989397268941,0.6635514018691588,0.8068181818181818,0.8239989397268941,0.7501847918436703,0.7282051282051282,0.687984496124031,1.5254739517388172
27,0.9541666666666667,0.8441612299168028,0.7102803738317757,0.76,0.8441612299168028,0.7480568535825545,0.7342995169082127,0.7196969696969696,1.5830432433820112
28,0.9525,0.8390308761789125,0.7009345794392523,0.75,0.8390308761789126,0.7388006230529595,0.7246376811594203,0.7102272727272727,1.6406085370380539
29,0.9558333333333333,0.8366452616907936,0.6915887850467289,0.7872340425531915,0.8366452616907935,0.7531614137999602,0.7363184079601991,0.7088122605363983,1.5254759507323925
30,0.9483333333333334,0.8283127121615035,0.6822429906542056,0.7227722772277227,0.8283127121615036,0.7166743006076308,0.7019230769230769,0.6899810964083176,1.7845221043437574
31,0.9541666666666667,0.8441612299168028,0.7102803738317757,0.76,0.8441612299168028,0.7480568535825545,0.7342995169082127,0.7196969696969696,1.5830432433820112
32,0.9508333333333333,0.8339005224410223,0.6915887850467289,0.74,0.8339005224410223,0.7295443925233644,0.7149758454106279,0.7007575757575758,1.6981738306940968
33,0.9525,0.8348154355242794,0.6915887850467289,0.7551020408163265,0.8348154355242793,0.7370954129315277,0.721951219512195,0.7034220532319391,1.640607870706862
34,0.9525,0.8263845542150131,0.6728971962616822,0.7659574468085106,0.8263845542150132,0.7340106548684298,0.7164179104477612,0.689655172413793,1.6406065380444783
35,0.9508333333333333,0.8339005224410223,0.6915887850467289,0.74,0.8339005224410223,0.7295443925233644,0.7149758454106279,0.7007575757575758,1.698173830694097
36,0.9575,0.8375601747740506,0.6915887850467289,0.8043478260869565,0.8375601747740506,0.7617183055668427,0.7437185929648241,0.7115384615384616,1.4679099907451578
37,0.9541666666666667,0.8272994672982702,0.6728971962616822,0.782608695652174,0.8272994672982702,0.7423362792902614,0.7236180904522613,0.6923076923076923,1.5830405780572436
38,0.9483333333333334,0.8198818308522373,0.6635514018691588,0.7319587628865979,0.8198818308522372,0.7127550823778784,0.6960784313725489,0.6761904761904762,1.7845207716813738
39,0.9533333333333334,0.8184111294473754,0.6542056074766355,0.7865168539325843,0.8184111294473754,0.7357778973712766,0.7142857142857143,0.6769825918762089,1.6118222253884775
40,0.9541666666666667,0.8272994672982702,0.6728971962616822,0.782608695652174,0.8272994672982702,0.7423362792902614,0.7236180904522613,0.6923076923076923,1.5830405780572436
41,0.9541666666666667,0.8272994672982702,0.6728971962616822,0.782608695652174,0.8272994672982702,0.7423362792902614,0.7236180904522613,0.6923076923076923,1.5830405780572436
42,0.9508333333333333,0.8212542004771228,0.6635514018691588,0.7553191489361702,0.8212542004771229,0.7244352754026645,0.7064676616915424,0.6800766283524904,1.6981718317005212
43,0.9525,0.8305999948696463,0.6822429906542056,0.7604166666666666,0.8305999948696462,0.7354964953271027,0.7192118226600985,0.6965648854961831,1.6406072043756703
44,0.9541666666666667,0.8315149079529034,0.6822429906542056,0.776595744680851,0.8315149079529033,0.743586034334195,0.7263681592039801,0.6992337164750958,1.5830412443884354
45,0.96,0.8431479850535695,0.7009345794392523,0.8241758241758241,0.8431479850535695,0.7758885351408715,0.7575757575757576,0.722543352601156,1.3815617170954975
46,0.9516666666666667,0.8217116570187515,0.6635514018691588,0.7634408602150538,0.8217116570187514,0.7284961310421062,0.71,0.6813819577735125,1.669388851706904
47,0.9533333333333334,0.8268420107566417,0.6728971962616822,0.7741935483870968,0.8268420107566418,0.7381287056577228,0.7200000000000001,0.690978886756238,1.611823558050861
48,0.9566666666666667,0.8244563962685227,0.6635514018691588,0.8160919540229885,0.8244563962685227,0.7548216779460737,0.7319587628865979,0.6893203883495146,1.4966909717452
49,0.9533333333333334,0.8352728920659079,0.6915887850467289,0.7628865979381443,0.8352728920659078,0.7409876914924366,0.7254901960784315,0.7047619047619047,1.6118248907132446
50,0.9558333333333333,0.8324298210361605,0.6822429906542056,0.7934782608695652,0.8324298210361605,0.752027292428552,0.7336683417085428,0.701923076923077,1.5254752844012007
51,0.9541666666666667,0.8315149079529034,0.6822429906542056,0.776595744680851,0.8315149079529033,0.743586034334195,0.7263681592039801,0.6992337164750958,1.5830412443884354
52,0.9533333333333334,0.8310574514112747,0.6822429906542056,0.7684210526315789,0.8310574514112749,0.7394986883095589,0.7227722772277226,0.6978967495219887,1.611824224382053
53,0.9516666666666667,0.8259270976733846,0.6728971962616822,0.7578947368421053,0.8259270976733847,0.7299792998852271,0.712871287128713,0.6883365200764818,1.6693895180380958
54,0.9533333333333334,0.8268420107566417,0.6728971962616822,0.7741935483870968,0.8268420107566418,0.7381287056577228,0.7200000000000001,0.690978886756238,1.611823558050861
55,0.9558333333333333,0.8324298210361605,0.6822429906542056,0.7934782608695652,0.8324298210361605,0.752027292428552,0.7336683417085428,0.701923076923077,1.5254752844012007
56,0.9558333333333333,0.8408607023454266,0.7009345794392523,0.78125,0.8408607023454266,0.7544256230529595,0.7389162561576355,0.7156488549618321,1.5254766170635845
57,0.9583333333333334,0.8380176313156792,0.6915887850467289,0.8131868131868132,0.8380176313156792,0.766137799116771,0.7474747474747475,0.7129094412331406,1.4391270107515404
